Customer_name,Customer_country,Customer_type,Review_text,Review_date,Review_text_2,Review_text_3,language_Review_text,sentiment_Review_text,language_Review_text_2,sentiment_Review_text_2,language_Review_text_3,sentiment_Review_text_3,processed_text_Review_text,processed_text_Review_text_2,processed_text_Review_text_3,bad_food,bad_recreation,bad_room,bad_service,negative_review_count,Count Food,Count reacreation,Count room,count service
PanthaAus,,Couples,Dissapointing & Very Poor Service,8/10/2025,"We visited Heritance Ahungalla after long flight from UK. It took us 3Hrs to reach the hotel  from the air port. Once we arrived in the hotel we had to wait another 2Hrs to get our rooms. 9in the mean time we not not informed that rooms were ready until I requested them the delay.

Rooms were dirty in the old block and damp.

Standard Sri Lankan food serverd in the main restaurant. But  pricing is so high. (USD$50.00 for two people for rice & curry)

Pool - was great - clean & large pool of two different pools were great.

Checking out was a experience where we had to go to a back office to make the payment.  The cashier in the back office has no customer service experience at all.  Not even  a THANK YOU were said when the final bill was settle down.

Around the hotel area their is no any other shops, restuarnt or attractions.

I hope the hotel improve standards. 

Considering the service you get in Asia South Hotels - Singapore, Thailand, Malaysia, these hotels give a better value for your $$$ and more great options.",,en,negative,en,positive,unknown,unknown,dissapointing & very poor service,"we visited heritance ahungalla after long flight from uk. it took us 3hrs to reach the hotel  from the air port. once we arrived in the hotel we had to wait another 2hrs to get our rooms. 9in the mean time we not not informed that rooms were ready until i requested them the delay.

rooms were dirty in the old block and damp.

standard sri lankan food serverd in the main restaurant. but  pricing is so high. (usd$50.00 for two people for rice & curry)

pool - was great - clean & large pool of two different pools were great.

checking out was a experience where we had to go to a back office to make the payment.  the cashier in the back office has no customer service experience at all.  not even  a thank you were said when the final bill was settle down.

around the hotel area their is no any other shops, restuarnt or attractions.

i hope the hotel improve standards. 

considering the service you get in asia south hotels - singapore, thailand, malaysia, these hotels give a better value for your $$$ and more great options.",,FALSE,FALSE,FALSE,TRUE,1,20,17,20,12
Clarendoug,,Family,Ok but could be so much better,8/10/2025,"Well having had a long flight and a long drive I may have been slightly over tired but my first impressions of the hotel and the room was disappointment. It does come down to taste but I found the hotel is characterless. Our room was good but without the two extra beds for the children which was irritating as my husband had emailed the hotel directly confirming them but they were set up quickly and our request for table lamps in the lounge rather than overhead lighting met as quickly. 

The children loved the pools and I absolutely hated breakfast!
It was enough to bring tears to your eyes the oppressive dining room the scrum around the breakfast bar seemingly at all times, the awful service.
I had so many variations on getting a cup of earl grey they were green tea, warm milk, teabags and nothing else including water or a cup,  they ran out of tea bags I supplied my own and then tea arriving 30 minutes later when you're just about to leave. In the land of bountiful fruit why are 3 out of 5 breakfast juices made from concentrate or nearer to cordial? Can they not default to 4 place servings, then if 2 come to breakfast  they are happy and if 4 come down they are instantly satisified a win win rather than waiting 10 minutes for cutlery for 2 of the party. Can they not allocate a server to families staying longer than 3 nights thus establishing a rapport.

Saying that the service elsewhere was fine. The food ranged from adequate to good.
Amal's in Bentota was excellent for sea food and Refresh in Hikkaduwa(45 mins) had an enormous choice and was very good.

The location was ok , Galle was an hour drive Bentota about 30 minutes. We did take some trips to Udawlawe 4 hours each way and Sinharaja 3 hours each way.

As mentioned in previous reviews the beach is effectively out of bounds if you do not wish to be pursued by the local tour guides and hawkers.

It could be a great hotel with adequate staff training to instill a sense of ownership and pride, a rethink of the decor, a complete overhaul of the main dining room practices, some investment in soft furnishings. 

Despite its short comings we thought the Heritance was good value for money.",,en,neutral,en,negative,unknown,unknown,ok but could be so much better,"well having had a long flight and a long drive i may have been slightly over tired but my first impressions of the hotel and the room was disappointment. it does come down to taste but i found the hotel is characterless. our room was good but without the two extra beds for the children which was irritating as my husband had emailed the hotel directly confirming them but they were set up quickly and our request for table lamps in the lounge rather than overhead lighting met as quickly. 

the children loved the pools and i absolutely hated breakfast!
it was enough to bring tears to your eyes the oppressive dining room the scrum around the breakfast bar seemingly at all times, the awful service.
i had so many variations on getting a cup of earl grey they were green tea, warm milk, teabags and nothing else including water or a cup,  they ran out of tea bags i supplied my own and then tea arriving 30 minutes later when you're just about to leave. in the land of bountiful fruit why are 3 out of 5 breakfast juices made from concentrate or nearer to cordial? can they not default to 4 place servings, then if 2 come to breakfast  they are happy and if 4 come down they are instantly satisified a win win rather than waiting 10 minutes for cutlery for 2 of the party. can they not allocate a server to families staying longer than 3 nights thus establishing a rapport.

saying that the service elsewhere was fine. the food ranged from adequate to good.
amal's in bentota was excellent for sea food and refresh in hikkaduwa(45 mins) had an enormous choice and was very good.

the location was ok , galle was an hour drive bentota about 30 minutes. we did take some trips to udawlawe 4 hours each way and sinharaja 3 hours each way.

as mentioned in previous reviews the beach is effectively out of bounds if you do not wish to be pursued by the local tour guides and hawkers.

it could be a great hotel with adequate staff training to instill a sense of ownership and pride, a rethink of the decor, a complete overhaul of the main dining room practices, some investment in soft furnishings. 

despite its short comings we thought the heritance was good value for money.",,TRUE,TRUE,TRUE,TRUE,1,20,17,20,11
Szinvene,"London, United Kingdom",Couples,The honeymoon from hell,7/10/2025,"Heritance Ahungalla is not by any standards a 4,5 star hotel. We have chosen it for our honeymoon trip as pictures seen on the website looked amazing and we also read many good reviews. However, our stay there turn out to be a great dissapointment and we won't be going back. 
To list just few problems you may encounter there : it is impossible to go for a walk on the beach as you are constantly pestered by locals who do not take no for an answer; cockroaches can be found not only on hotel corridors but also inside the rooms; the cutlery served at tables has leftovers of food stuck to it; the bed linen in the rooms as well as the curtains are stained and often with holes; the hotel provides hardly any toiletries and if so, they are stuck on the bottom of a ceramic bottles in a very small quantitiy; there are constant problems with electricity and it can go off for over 30mins at time.  
As for the service it is probably one of the most tiresom and annoying problems of all, as there is no communication between the team members serving meals in the restaurant, you need to ask several times for a pot of coffee or a bottle of water, provided that you will be understood by the waiter on the first occassion. If so, the requested drink may not be delivered at all, while few other team memers will approach with exactly the same question about your choice of drink but it will take ages for someone to actually deliver it to the table. The tips are expected while the service quality or rather its lack, does not jusitfy it at all. The most imposing are often the housekeeping supervisors (not the regular housekeepers- they work very hard and hardly ever strike a conversation with a guest), who can follow you down the corridor repeating few times that they are entirely responsible for cleaning your room....all obviously to be tipped.  In case of any problems with the room calling reception is normally a waste of time, as you have to call back several times before someone turns up to deal with the problem.  The hotel is full of damp and looks as if its times of glory have long gone. 
We have been travelling extensively over last couple of years throughout Africa and Asia and we are very much aware of difficulties some developing countries face, however we cannot find an explanation for advertising a very poor quality hotel as a 4,5 star resort.",,en,positive,en,negative,unknown,unknown,the honeymoon from hell,"heritance ahungalla is not by any standards a 4,5 star hotel. we have chosen it for our honeymoon trip as pictures seen on the website looked amazing and we also read many good reviews. however, our stay there turn out to be a great dissapointment and we won't be going back. 
to list just few problems you may encounter there : it is impossible to go for a walk on the beach as you are constantly pestered by locals who do not take no for an answer; cockroaches can be found not only on hotel corridors but also inside the rooms; the cutlery served at tables has leftovers of food stuck to it; the bed linen in the rooms as well as the curtains are stained and often with holes; the hotel provides hardly any toiletries and if so, they are stuck on the bottom of a ceramic bottles in a very small quantitiy; there are constant problems with electricity and it can go off for over 30mins at time.  
as for the service it is probably one of the most tiresom and annoying problems of all, as there is no communication between the team members serving meals in the restaurant, you need to ask several times for a pot of coffee or a bottle of water, provided that you will be understood by the waiter on the first occassion. if so, the requested drink may not be delivered at all, while few other team memers will approach with exactly the same question about your choice of drink but it will take ages for someone to actually deliver it to the table. the tips are expected while the service quality or rather its lack, does not jusitfy it at all. the most imposing are often the housekeeping supervisors (not the regular housekeepers- they work very hard and hardly ever strike a conversation with a guest), who can follow you down the corridor repeating few times that they are entirely responsible for cleaning your room....all obviously to be tipped.  in case of any problems with the room calling reception is normally a waste of time, as you have to call back several times before someone turns up to deal with the problem.  the hotel is full of damp and looks as if its times of glory have long gone. 
we have been travelling extensively over last couple of years throughout africa and asia and we are very much aware of difficulties some developing countries face, however we cannot find an explanation for advertising a very poor quality hotel as a 4,5 star resort.",,TRUE,TRUE,TRUE,TRUE,1,19,16,19,10
LampsRoaming,"London, United Kingdom",Family,"Could be good, but service is so patchy.",7/10/2025,"Have just returned from 2 weeks at the Heritance and overall it was a disappointing experience, primarily because the service was so mixed, ranging from good, to indifferent, to frankly poor.
My wife and I travelled with our 13 year old son, and we stayed in 2 adjacent luxury rooms, which were slightly tired, but extremely spacious, and thoroughly cleaned every day. A word of warning to anyone travelling with younger children, we had made 3 advance requests via our Tour Operator ""Kuoni"", for inter connecting rooms. We received no reply, and were only advised on arrival that the hotel has no interconnecting rooms.
The 2 hotel pools are large and well maintained, one offering some limited organised activities and the other  residents'  pool offering a quieter option.
The hotel and grounds are  spacious, and even though  the hotel was fully occupied for part of our stay, it never felt over crowded.
We had opted for bed and breakfast, so didn't experience the buffet, all inclusive option. However a few of our fellow guests did and commented that the food was good quality, but repetitive if staying for 2 weeks. We mainly ate in the Coffee Shop restaurant where the food was good, and given a supposed 5 star hotel, we thought the prices were reasonable.
Dining out options in the village of Ahungalla are non existent. If you walk out of the hotel complex, you are quickly surrounded by several locals, offering TukTuk rides, boat safaris, and numerous trips. They are persistent but never threatening, and several firm "" no thank you""  will usually see them retreat. The village does have a pharmacy and a bank. If you are cashing travellers cheques, it is worth the 5 minute stroll to the bank as it offers a significantly better exchange  rate than the hotel.
For dining out you need to get a taxi or a TukTuk to Bentota or else to HIkkaduwa.
Bentota has several hotels and is 20 minutes in a taxi or about 25/30 minutes in a TukTuk.
The drivers will wait for you and negotiate a return trip price. A hotel taxi was about £20 for a return trip, with the tuktuks costing about half of that.
The best restaurant we found was the Golden Grill, good for curries and seafood. Dinner for    3 people with beer and soft drinks was typically £30 to £40 in total.

Main frustration came with the inconsistent service in the hotel. 
At breakfast, there was a great range of food, and all well presented, and plenty of staff on hand. Unfortunately it wasn't unusual for 3 different waiters to approach you to ask whether we wanted tea or coffee, but then none of them would get round to serving it.
The pool attendants are helpful but want tipping continually and the room cleaners changed several times and all made subtle overtures for tips.
Reception staff were always smiling, but poorly trained and inefficient with  simple requests having to be made several times before anything got done.
After the first week we found a great guy working reception and just made sure we dealt with him.
Some lovely staff serving drinks around the pool, always friendly and helpful.
Wandering onto the beach is spoilt because the locals will lie in wait and then follow you round trying to sell you gouges or trips. They will ask your name and if you give it, they will stand at the edge of the hotel property calling to you while you try  and relax on your sun 
bed. Again they aren't threatening in any way, just persistent and something of a pain. Just keep  saying ""no thank you"" and they will eventually give up !
Overall, the Heritance is nice but dated hotel, but represents pretty reasonable value for what it is. The location is isolated but the grounds and pools are good, and the rooms are fine. It has the potential to offer a relaxed, get away from it all style resort, IF the management could get their act together and get the service to a consistently efficient level.",,en,negative,en,negative,unknown,unknown,"could be good, but service is so patchy.","have just returned from 2 weeks at the heritance and overall it was a disappointing experience, primarily because the service was so mixed, ranging from good, to indifferent, to frankly poor.
my wife and i travelled with our 13 year old son, and we stayed in 2 adjacent luxury rooms, which were slightly tired, but extremely spacious, and thoroughly cleaned every day. a word of warning to anyone travelling with younger children, we had made 3 advance requests via our tour operator ""kuoni"", for inter connecting rooms. we received no reply, and were only advised on arrival that the hotel has no interconnecting rooms.
the 2 hotel pools are large and well maintained, one offering some limited organised activities and the other  residents'  pool offering a quieter option.
the hotel and grounds are  spacious, and even though  the hotel was fully occupied for part of our stay, it never felt over crowded.
we had opted for bed and breakfast, so didn't experience the buffet, all inclusive option. however a few of our fellow guests did and commented that the food was good quality, but repetitive if staying for 2 weeks. we mainly ate in the coffee shop restaurant where the food was good, and given a supposed 5 star hotel, we thought the prices were reasonable.
dining out options in the village of ahungalla are non existent. if you walk out of the hotel complex, you are quickly surrounded by several locals, offering tuktuk rides, boat safaris, and numerous trips. they are persistent but never threatening, and several firm "" no thank you""  will usually see them retreat. the village does have a pharmacy and a bank. if you are cashing travellers cheques, it is worth the 5 minute stroll to the bank as it offers a significantly better exchange  rate than the hotel.
for dining out you need to get a taxi or a tuktuk to bentota or else to hikkaduwa.
bentota has several hotels and is 20 minutes in a taxi or about 25/30 minutes in a tuktuk.
the drivers will wait for you and negotiate a return trip price. a hotel taxi was about £20 for a return trip, with the tuktuks costing about half of that.
the best restaurant we found was the golden grill, good for curries and seafood. dinner for    3 people with beer and soft drinks was typically £30 to £40 in total.

main frustration came with the inconsistent service in the hotel. 
at breakfast, there was a great range of food, and all well presented, and plenty of staff on hand. unfortunately it wasn't unusual for 3 different waiters to approach you to ask whether we wanted tea or coffee, but then none of them would get round to serving it.
the pool attendants are helpful but want tipping continually and the room cleaners changed several times and all made subtle overtures for tips.
reception staff were always smiling, but poorly trained and inefficient with  simple requests having to be made several times before anything got done.
after the first week we found a great guy working reception and just made sure we dealt with him.
some lovely staff serving drinks around the pool, always friendly and helpful.
wandering onto the beach is spoilt because the locals will lie in wait and then follow you round trying to sell you gouges or trips. they will ask your name and if you give it, they will stand at the edge of the hotel property calling to you while you try  and relax on your sun 
bed. again they aren't threatening in any way, just persistent and something of a pain. just keep  saying ""no thank you"" and they will eventually give up !
overall, the heritance is nice but dated hotel, but represents pretty reasonable value for what it is. the location is isolated but the grounds and pools are good, and the rooms are fine. it has the potential to offer a relaxed, get away from it all style resort, if the management could get their act together and get the service to a consistently efficient level.",,TRUE,TRUE,TRUE,TRUE,2,18,15,18,9
supananny,,Couples,one to avoid,7/10/2025,"This is definately not a 5 star hotel, it's decor is very shabby, bed linen is off colour, stained and has seen better days.
There isn't an on complex shop so you have to buy everything in the bar and trying to get out of the hotel main gate to the road is a nightmare as the locals swarm around the en trance ready to pounce on you, they find it very difficult to take ""no"" for an answer.
The same goes for the beach, you cannot get on it in without being harassed as they line the edge of the hotel grounds.
Would not recommend booking holidays thru the rep as these are double the price of using the hotel taxi's to take you to the same places.
If you are not giving the locals, be it where ever you are, tips for this that and everything then they are very abrupt and can't get rid of you quick enough, especially the rep!
They want tips for putting a cushion and towel on your sunlounger and then when it rains they want another one for putting it back again.",,it,negative,en,negative,unknown,unknown,one to avoid,"this is definately not a 5 star hotel, it's decor is very shabby, bed linen is off colour, stained and has seen better days.
there isn't an on complex shop so you have to buy everything in the bar and trying to get out of the hotel main gate to the road is a nightmare as the locals swarm around the en trance ready to pounce on you, they find it very difficult to take ""no"" for an answer.
the same goes for the beach, you cannot get on it in without being harassed as they line the edge of the hotel grounds.
would not recommend booking holidays thru the rep as these are double the price of using the hotel taxi's to take you to the same places.
if you are not giving the locals, be it where ever you are, tips for this that and everything then they are very abrupt and can't get rid of you quick enough, especially the rep!
they want tips for putting a cushion and towel on your sunlounger and then when it rains they want another one for putting it back again.",,TRUE,TRUE,TRUE,FALSE,2,17,14,17,9
chriskiley,"Los Angeles, California",Couples,perhaps all-inclusive isn't for us,7/10/2025,"Maybe our expectations were different, but we didn’t get what we were hoping for with our three-day stgay at the Heritance Ahungalla.  We thought that an all-inclusive resort would be a relaxing base of operations but found that we were pretty much sequestered on the property.  We wanted to get out and about during the day or night and the operation and setting did not lend themselves to that – the Heritance wants to capture all of your money during your visit.  Rooms were clean and nicely appointed but small.  High premiums for everything, from bottled water to laundry to room service to internet.  Food options were limited and consistently underwhelming.  Front desk and concierge staff were not particularly helpful when we did ask for suggestions for activities or dining off of the property.  Should we find ourselves back on the coast in Sri Lanka we will look for a smaller hotel closer to one of the towns or villages, not an all-inclusive resort.",,en,negative,en,neutral,unknown,unknown,perhaps all-inclusive isn't for us,"maybe our expectations were different, but we didn’t get what we were hoping for with our three-day stgay at the heritance ahungalla.  we thought that an all-inclusive resort would be a relaxing base of operations but found that we were pretty much sequestered on the property.  we wanted to get out and about during the day or night and the operation and setting did not lend themselves to that – the heritance wants to capture all of your money during your visit.  rooms were clean and nicely appointed but small.  high premiums for everything, from bottled water to laundry to room service to internet.  food options were limited and consistently underwhelming.  front desk and concierge staff were not particularly helpful when we did ask for suggestions for activities or dining off of the property.  should we find ourselves back on the coast in sri lanka we will look for a smaller hotel closer to one of the towns or villages, not an all-inclusive resort.",,FALSE,FALSE,FALSE,FALSE,1,16,13,16,9
FineFoodFixation,,Couples,"Absolutely Devine - Excellent Food, Excellent Staff, Excellent Location",6/10/2025,"Having returned on 11th June after 12 nights at this hotel on vacation with my wife, I feel the need to express my gratitude for such an amazing holiday. 
My wife and I were married in Sri Lanka last year and we fell in love with Sri Lanka - we felt compelled to return to celebrate our 1st anniversary (but this time at a different hotel).
As soon as we arrived - the first impressions were..........wow.  The brochures do not do this stunning hotel justice.   Having had a long tiring journey, we were given a very warm welcome.  We stayed in a Suite which was superb in every way.  The rooms are serviced daily by friendly housekeeping staff to a very very high standard.
I am a Executive Chef who is in charge of a group of Companies providing Fine Dining Catering with bespoke menu's to wealthy clientele, so I was intrigued to find out whether this 5* hotel would impress. I need not have questioned this thought. After talking to The Food and Beverage Manager, I was invited to look around the kitchens and meet their brigade. The kitchens were immaculate, staff spotless, motivated and relaxed in their work - delivering the most delicious fine dining experience. With Sri Lanka's top medal winning Chef at the helm this comes as no surprise.  If it is fantastic food and excellent service you require, then look no further.  We will definitely return.",,en,positive,en,negative,unknown,unknown,"absolutely devine - excellent food, excellent staff, excellent location","having returned on 11th june after 12 nights at this hotel on vacation with my wife, i feel the need to express my gratitude for such an amazing holiday. 
my wife and i were married in sri lanka last year and we fell in love with sri lanka - we felt compelled to return to celebrate our 1st anniversary (but this time at a different hotel).
as soon as we arrived - the first impressions were..........wow.  the brochures do not do this stunning hotel justice.   having had a long tiring journey, we were given a very warm welcome.  we stayed in a suite which was superb in every way.  the rooms are serviced daily by friendly housekeeping staff to a very very high standard.
i am a executive chef who is in charge of a group of companies providing fine dining catering with bespoke menu's to wealthy clientele, so i was intrigued to find out whether this 5* hotel would impress. i need not have questioned this thought. after talking to the food and beverage manager, i was invited to look around the kitchens and meet their brigade. the kitchens were immaculate, staff spotless, motivated and relaxed in their work - delivering the most delicious fine dining experience. with sri lanka's top medal winning chef at the helm this comes as no surprise.  if it is fantastic food and excellent service you require, then look no further.  we will definitely return.",,FALSE,FALSE,FALSE,FALSE,1,16,13,16,9
SheenMumbai,,Business,Ahun....I mean aha ...I will return to infinity.,6/10/2025,"Heritance Ahungalla is a place that will immediately bring your pulse rate down. A great atmosphere to relax, soak in the sun and enjoy a huge spread of Sri Lankan food.  Geoffery Bawa's characteristic infinity pool, the sound of the crashing waves and the setting sun are guaranteed to put you in a mellow mood. The bar by the pool is nice and has a band playing in the evenings. There is another fairly large pool by the fitness centre. The spa was average.

Rooms were large and clean. Strong smell of cinnamon oil - which I loved.  We were there for a conference and the hotel agreed to arrange a Mongolian barbeque for us on the beach which, unfortunately, was rained out. The following night we opted to use the Night Club.

The beach is clean - touts will point you in the direction of cheaper massages and shacks offering fresh sea food on the beach, both of which we did not try out.",,en,negative,en,positive,unknown,unknown,ahun....i mean aha ...i will return to infinity.,"heritance ahungalla is a place that will immediately bring your pulse rate down. a great atmosphere to relax, soak in the sun and enjoy a huge spread of sri lankan food.  geoffery bawa's characteristic infinity pool, the sound of the crashing waves and the setting sun are guaranteed to put you in a mellow mood. the bar by the pool is nice and has a band playing in the evenings. there is another fairly large pool by the fitness centre. the spa was average.

rooms were large and clean. strong smell of cinnamon oil - which i loved.  we were there for a conference and the hotel agreed to arrange a mongolian barbeque for us on the beach which, unfortunately, was rained out. the following night we opted to use the night club.

the beach is clean - touts will point you in the direction of cheaper massages and shacks offering fresh sea food on the beach, both of which we did not try out.",,FALSE,FALSE,FALSE,FALSE,1,16,13,16,9
HelenS36,,Family,Excellent hotel with a beautiful setting and friendly poeple,6/10/2025,"We have just returned from a 2 week stay at the heritance. We travelled as a family of 2 children 2 and 4 yrs plus granparents. We had an excellent time and would not hesitate to recommend this hotel. The architexture is stunning with a very calm atmosphere and a wonderful infinity pool that blends into the beach. The pictures don't do it justice.

We stayed in their 2 interconnecting rooms 301 and 302 which were spacious and had excellent see views. They made them up as a king size and 2 singles which suited us great. You could hear the entertainment but it finished at a reasonable time. The ""animators"" were really helpful, building sandcastles and flying kites with the children. We all enjoyed the daily aqua aerobics. 

One of the best things about the hotel and sri lanka is the poeple. The were very friendly and genuine and made our stay one to remember. The service was very occasionally slightly chaotic in a nice sri lankan way, but everyone was very helpful. The food was the best that we tasted anywhere on our trip in the hotel. Breakfast is excellent and the food in the coffee shop was v tasty. The chinese and BBQ buffets were worth it and we weren't charged for the children. Drink prices were reasonable (we were charged twice as much in the hotel on our trip to Kandy).

We did some trips around the area with Bertie from the sunshine resturant at the end of the beach. I would definitely recommend the river safari as not to be missed. 
This is an excellent choice for those looking for relaxation in a stunning setting. There is the option to explore locally and futher afield. We can't thank the hotel enough for an excellent stay, (they are happy to be contacted with room requests before you travel). We would go again!",,en,positive,en,negative,unknown,unknown,excellent hotel with a beautiful setting and friendly poeple,"we have just returned from a 2 week stay at the heritance. we travelled as a family of 2 children 2 and 4 yrs plus granparents. we had an excellent time and would not hesitate to recommend this hotel. the architexture is stunning with a very calm atmosphere and a wonderful infinity pool that blends into the beach. the pictures don't do it justice.

we stayed in their 2 interconnecting rooms 301 and 302 which were spacious and had excellent see views. they made them up as a king size and 2 singles which suited us great. you could hear the entertainment but it finished at a reasonable time. the ""animators"" were really helpful, building sandcastles and flying kites with the children. we all enjoyed the daily aqua aerobics. 

one of the best things about the hotel and sri lanka is the poeple. the were very friendly and genuine and made our stay one to remember. the service was very occasionally slightly chaotic in a nice sri lankan way, but everyone was very helpful. the food was the best that we tasted anywhere on our trip in the hotel. breakfast is excellent and the food in the coffee shop was v tasty. the chinese and bbq buffets were worth it and we weren't charged for the children. drink prices were reasonable (we were charged twice as much in the hotel on our trip to kandy).

we did some trips around the area with bertie from the sunshine resturant at the end of the beach. i would definitely recommend the river safari as not to be missed. 
this is an excellent choice for those looking for relaxation in a stunning setting. there is the option to explore locally and futher afield. we can't thank the hotel enough for an excellent stay, (they are happy to be contacted with room requests before you travel). we would go again!",,FALSE,FALSE,FALSE,FALSE,1,16,13,16,9
Lin50,"Bristol, United Kingdom",Couples,Not as good as expected!,3/10/2025,"Stayed for two nights found the room to be disappointing, small and a bit dirty, net curtains were stained as well as the rug on the floor very marked. Only one towel in room until more brought at 6pm which was a bit late. Toiletries supplied very poor, bathroom needed a good clean.
Found the buffet to be disappointing and dishes not refilled very often also one night the vegetables were very undercooked, also little choice. Breakfast buffet good.
Pool and beach lovely. snacks from pool bar good also.",,en,negative,en,negative,unknown,unknown,not as good as expected!,"stayed for two nights found the room to be disappointing, small and a bit dirty, net curtains were stained as well as the rug on the floor very marked. only one towel in room until more brought at 6pm which was a bit late. toiletries supplied very poor, bathroom needed a good clean.
found the buffet to be disappointing and dishes not refilled very often also one night the vegetables were very undercooked, also little choice. breakfast buffet good.
pool and beach lovely. snacks from pool bar good also.",,TRUE,TRUE,TRUE,FALSE,2,16,13,16,9
MickDaniel,"Hazlemere, United Kingdom",Couples,"A good hotel, but in need of care and attention",1/10/2025,"We stayed at this hotel for twelve days and expected more from a hotel with a deluxe reputation.  The greatest asset this hotel has are its staff.  They  were simply excellent, so very friendly, exceptionally eager to please and polite and courteous at all times.  You would find it difficult to find a better hotel staff anywhere.  The food in the buffet restaurant was of a high standard and a perfect mix of Sri Lankan and International dishes.  The food in the fine dining restaurant was even better and probably better than manyy top restaurants in London.  The hotel is located right on the beach andmost of the rooms have a great sea view.  There are many beach venders, but we did not find this too much a problem as they quickly learnt not to bother you once you made it clear you were not interested.  

Yes, there are many positives to this hotel, but unfortunately it does not deserve a deluxe rating.  First impression are so important and this hotel is let down by being in need of care and attention.  For example the furnishings in the public areas were stained and needed replacing and much of the woodwork needed attention.   The tablecloths in the dining room were frequently filthy (unacceptable and easily rectified) and all the linen needed to be renewed.  Many of the sunbeds were broken and needed replacing and wer covered with dirty matresses.  However,  the pool attendents were excellent and helped to make up for these problems.  

Our overall impression of this hotel was that it required significant investment to bring it up to an acceptable standard for a deluxe hotel.  The hotel is saved by its excellent staff and fabulous food;  two of the most impotant factors for a successful hotel.  Would we return, possibly, but only if standards were improved.  There are many boutique hotels opening in Sri Lanka and the Heritance needs to be able to match the very high standard that these hotels set.",,en,neutral,en,negative,unknown,unknown,"a good hotel, but in need of care and attention","we stayed at this hotel for twelve days and expected more from a hotel with a deluxe reputation.  the greatest asset this hotel has are its staff.  they  were simply excellent, so very friendly, exceptionally eager to please and polite and courteous at all times.  you would find it difficult to find a better hotel staff anywhere.  the food in the buffet restaurant was of a high standard and a perfect mix of sri lankan and international dishes.  the food in the fine dining restaurant was even better and probably better than manyy top restaurants in london.  the hotel is located right on the beach andmost of the rooms have a great sea view.  there are many beach venders, but we did not find this too much a problem as they quickly learnt not to bother you once you made it clear you were not interested.  

yes, there are many positives to this hotel, but unfortunately it does not deserve a deluxe rating.  first impression are so important and this hotel is let down by being in need of care and attention.  for example the furnishings in the public areas were stained and needed replacing and much of the woodwork needed attention.   the tablecloths in the dining room were frequently filthy (unacceptable and easily rectified) and all the linen needed to be renewed.  many of the sunbeds were broken and needed replacing and wer covered with dirty matresses.  however,  the pool attendents were excellent and helped to make up for these problems.  

our overall impression of this hotel was that it required significant investment to bring it up to an acceptable standard for a deluxe hotel.  the hotel is saved by its excellent staff and fabulous food;  two of the most impotant factors for a successful hotel.  would we return, possibly, but only if standards were improved.  there are many boutique hotels opening in sri lanka and the heritance needs to be able to match the very high standard that these hotels set.",,FALSE,FALSE,FALSE,FALSE,1,15,12,15,9
Cat55PerthAustralia,,Family,Wonderful Staff - gorgeous hotel,1/10/2025,"After a 6 hour drive we were welcomed to Heritance Ahungalla with a drink and fast check in and shown to our rooms. We were upgraded to a suite which was a nice surprise and invited to the managers cocktail party. The rooms were very spacious, quiet and clean with wonderful views over the ocean. The pools and grounds were immaculately kept with staff to help you move day beds, supply towels and tend to your every need. The food was great in the restaraunts, but very dissapointing room service and pool bar/ outdoor cafe food - the ""hot"" food always came out cold and the icecream was served melted and the staff were not that keen to fix it. We wre lucky enough to be invited in to the kitchen for special cooking lessons which were wonderful. I found this hotel to be a wonderful place to relax and unwind at the end of a busy holiday.",,en,positive,en,negative,unknown,unknown,wonderful staff - gorgeous hotel,"after a 6 hour drive we were welcomed to heritance ahungalla with a drink and fast check in and shown to our rooms. we were upgraded to a suite which was a nice surprise and invited to the managers cocktail party. the rooms were very spacious, quiet and clean with wonderful views over the ocean. the pools and grounds were immaculately kept with staff to help you move day beds, supply towels and tend to your every need. the food was great in the restaraunts, but very dissapointing room service and pool bar/ outdoor cafe food - the ""hot"" food always came out cold and the icecream was served melted and the staff were not that keen to fix it. we wre lucky enough to be invited in to the kitchen for special cooking lessons which were wonderful. i found this hotel to be a wonderful place to relax and unwind at the end of a busy holiday.",,FALSE,FALSE,FALSE,FALSE,1,15,12,15,9
