text,sentiment
No more inclusive at checkout at 12pm,negative
Quite disorganised staff. My car was taken to be parked but never given a token as reference. Fail to find the key afterwords which I had to go and select myself. Checkin time was 2pm and the time now is 2:40 ....still waiting for a room to be ready ....Will think twice before booking this hotel again.,negative
Try to get a room by the residents pool. While we were at the hotel they had a conference for an Indian based insurance firm. The outdoor bar b q and disco were held on the grass area in front of the hotel by the main restaurant and the rooms on this wing would have suffered from the noise.,neutral
The corner rooms seemed large and great for not much extra..,neutral
Buffet prices a lil on the higher side,neutral
Returned our lost iPad. Thank you!,negative
"My stay at Heritance Ahungalla was disappointing. The management's poor communication left me frustrated, and the staff although willing to help where poorly trained, lacked any authority or understanding of their own systems & processes which lead to a subpar service. The food and bed linens were only of average quality, further diminishing the overall experience.",negative
"One thing which makes Heritance Hotels stand out is the food and hospitality. So I had high expectations. I have already been to Kandalama and Negambo, in both cuisine and hospitality is great and flawless. The first thing I noted is that they (Heritance Ahungalla) cannot handle a crowd. No welcome drinks for some of the guests. Very few (sometimes none) food options to vegetarians. The restaurant space was not enough when crowded. Service is really bad at the restaurant. Several times we had to ask for water and wait for it. Both Negambo and Kandalama is excellent in service where they event do not let the water glass finish in any of the tables. So lot of improvement is needed. And it is noted that the service is delayed not because the staff is very busy, but because there are some idle staff as well. More organization is needed. Rooms are okay. The first day there were only one shower cap in the room. The other shower cap box is empty. On top of that, the second day, there were no soap. Even the soap from the previous day has been removed. Location is okay. Nice pools. If the main is crowded or sunny in the day you can use the other pools.",neutral
"We stayed for 6 nights at the Heritance Ahungulla. It's a nice hotel, we had a luxury double room facing the sea which was spacious and comfy bed. The only thing that lets this place down slightly is the food as you get a bit sick of it after a while, so definitely venture out of resort. Also, watch the hawkers out on the street if you go outside the gates to go to the local shop across the road. They are on you as soon as the gates are closed, asking you if you'd like to see gems, have massages or see spice gardens etc. One even tried to get in a tuk tuk with us, however we politely told him to get out. Good staff, but our room cleaner was hanging around us too much after we had tipped him one day; like he wanted more. Just made me feel a bit uneasy. Apart from that it was somewhere good to stay.",neutral
Tired in Ahungalla,negative
"My sister and I were really looking forward to ending our 9 day tour of Sri Lanka in an excellent 5 star hotel. To our dismay, we were presented by a hotel which should not be claiming it's 5 star label. A three star at best. It was by no means dirty, but very rough around the edges. It was in dire need of renovation. The room itself had nothing wrong with it, but no determining feature to tout it as a 5 star resort. The food was ok. Unfortunately, it was a big anticlimax for the end of our trip.",neutral
(+)Excellent location facing the beach with direct access. Two swimming pools make it less crowded. Staff very polite and helpful. We where lucky to spot the endemic (in Srilanka) purple faced langur in the premises. Good restaurants inside (-) Long walk from the road if you want to buy anything personal. Overall all star ratings,positive
"When we i read the inital review for this hotel i read all about eh room that smelt of mold. Well imagine my amusement(not ) after God knows how many hours of travel we arrive....hotel looks lovely...we check in...all good. We get showed to our room - we get showed around and then everyone stands still as the expected tip needs to be handed over. Fine, not great but fine. I then start having an asthma attack, due to the strong smell of mold. Yep I've got the moldy room!!!! We ask to get moved, which was quick and efficient, but i was really annoyed when another tip was expected. At this point i have to say that ws one of my main annoyances about Sri Lanka. of course when you travel to a less fortunate country you expect to tip, but i got out hand. Anyway, hotel was ok...room was nice, good size, bathroom great...Again slight annoyance, they cleaned everyday, but i didn't always think it was that thorough-. The food was fabulous, although we never had the buffet dinner,we ate mainly (when at the hotel) at the 24 h place. the top resturant wasn't open as the hotel wasn't busy enough.Brekafast were wide ranging and very tasty no complaints here. Great gym. which no one uses and it has a fabulous views out to sea- it felt like my own personal gym. The views are great , and the beach is wonderful, never crowded . Once you've told the beach touts that you'll buy something they're pretty good and leave you alone. I'm not sure when they're adding it, but there is no Spa on site, somoen comes in to do massage. I went down the road Eden Hotel & Spa, which i would definitely recommend. Spa is lovely-and they have great food aswell if you want to go for dinner. On the whole the Heritage was lovely, did the job, just a few annoyance, but mainly good.",neutral
Average / Below Average,neutral
The worst meal in Sri Lanka,negative
"Really indulge into this hotel, the staff are very friendly and attentive, except the Front Desk, disconnect to room guests, and pushy, lacking of empathy....quite odd.",neutral
What happened to the food,negative
"Stayed in August 2013 for Business Meet.The location of the hotel is superb with a lovely view of the sea. The rooms appear to be old need renovation, the rooms don't have card key. the meals were not suiting the tastes for Indian Palate. The staff is not attentive at all, language problem I suppose always had to be called many times even for water. Overall was an average experience.",neutral
Maybe food could have been a bit more tastier,neutral
Need to be more cuser oriented,neutral
"Do not select Deluxe rooms, Always choose the rooms by the pool",negative
"If you want a cheap five star hotel and you’re not looking for a luxury experience, this will do. But if are expecting quality this is not the place. The good: Rooms are clean and recently renovated, has three pools, great SL food The bad: Common areas are tired, dining room is cramped, you have to fight to get food, bathrooms smell",neutral
Excellent food but poor service.,neutral
"My wife and I would like to share our wonderful / memorable stay at Heritance Ahungalla during this short trip. We will definitely come back for a longer stay. The team of Sampath ,Gamini and Thusara took care of us so well that we felt we were being spoilt . As I told them in the service industry this is what make the difference. I believe Heritance brand should not expand too fast and special attention should be paid to training and succession planing not forgetting staff retention . A lot of respect should be given to old staff who have been hardworking and loyal which is something I could notice in this hotel organization . Congratulations and all the best wishes. Once again a big thank you for the reception at your hotel .",positive
"Absolutely wonderful! The resort was a tranquil haven set away from the busy main road and made you feel like you have just stepped into paradise. The hotel is beautifully laid out, allowing you to go from swimming in the pool to swimming in the ocean with just a few steps along a very private beach. The architecture is stunning. The hotel had a wide array of amenities like 2 pools (one with Jacuzzi), bars, restaurants, a library, tennis court, spa, putting green, gym, loads of games, etc which I felt made it ideal for either couples or families. There were always activities for both children and adults like mask painting, water aerobics, traditional dances, etc but they were unobtrusive, allowing you to either be entertained or just relax in peace around the pool, without being bothered. The rooms were beautiful, comfortable and cleaned spotlessly every day. The service was outstanding with smiling happy faces greeting you wherever you go. Nothing seemed too much trouble to do and they made you feel like you were part of the family, not just an anonymous guest. Special thanks to KK who made us feel like we were royalty every day and went out of his way to help us experience Sri Lankan culture. The food was spectacular with a wonderful mix of Sri Lankan and international dishes. We were mad about the Egg hoppers and wonderful Sri lankan curries with their endless choice of sambals, chutneys, pickles, pitu, etc. This is a wonderful escape that makes you feel absolutely pampered every step of the way.",positive
"Not above the restaurant (smell, and all these constant endless parties/weddings, that take place in front of the restaurant).",negative
"This is a very quiet resort located away from the town.there is pretty much nothing to do around here other than lazing by the pool and the beach.The sunset here is awesome.The hotel is a bit old and i would not rate it as a 5 star hotel.the view was nice but the room was poor and give you the feeling of the 80s starting from the key to the furniture,the ac,the toilets...The main buffet restaurant is extremely tired.We stayed on a half board basis so ate at the hotel a lot and the quality of the meals was a bit inconsistent.The breakfast buffet was very limited.The first night dinner buffet was also limited but the next night was great because of new guests form arabian countries!!!!it was the best meal we had during our whole stay in this hotel!!!Live music every night was enjoyable.High speed free wifi was excellent.The room boy had mad an elephant with bath towels on bed.Thanks A Lot",neutral
WORST HOTEL EXPERIENCE. EVER.,negative
Average,neutral
"Very nice hotel, Situated perfectly on the beach of the Indian Ocean. Great room, good restaurants and bar. Beautiful design, magnificent swiming pools. What a pity, we have had only one night there.",positive
"This is our 8th visit to Heritance Ahungalla. We are returning visitors every year as we are extremely pleased with the highest quality of service we have received and this has been consistent throughout all our stays. We are frequent travellers having stayed at many 5 stars hotels around the world, but this hotel has been outstanding and hence our return here each year. We would also like to thank the GM, the front office manager Indika and all the front office staff and special thanks to Chathuranga who organised kite flying for our 2 children. The food at this hotel is beyond words, it really is amazing. Compliments to the great chefs, Dimuthu Kumarasinghe and junior chef Dayananda. The chefs have recently won awards and we can totally agree that these awards are very well deserved. The hotel restaurant service is excellent and special thanks go to Mr Gamini and Thushara. Special thanks also go to Chamith and Raju the 2 Animation staff who entertained us with a variety of sports and activities for our children. Chamith and Raju are an asset to this hotel, they are both hard working with great personalities. The rooms we have had have always been super clean and spacious. The 2 swimming pools are both really big and always clean with excellent pool staff with great service. Thank you Heritance Ahungalla for a wonderful holiday. See you next year! Regards from Dr Jayasuriya and family",positive
First time time to Heritance,negative
If God give me another opportunity for harbouring me so will I come to again in this hotel with my wife because here too much fun like swimming or playing soccer volleybal,neutral
Good view for the room at sea side,positive
"As mentioned above the hotels seems to have changed its profile. The first thing that meets you after the majestic entry, that took my breath away the first time I came, is a large Russian banner. The hotel seems to accommodate huge groups of tourists from this country and many of them behave badly, bringing glass bottles into the pool, (drinking a lot in general) ignoring the personnel, treating the personnel like lesser beings (we saw this several times) and not greeting, making eye contact, or even acknowledging fellow hotel guests. I can understand that the world situation makes this awkward for them, but if you choose to travel out, you should make the effort- not expect to take over a beautiful tropical destination and ignore and cancel all others just by outnumbering them. I will not return to Heritance Ahungalla (the Triton to me) until this has changed. It was very expensive too, which is such a shame when the experience is so negative. I can understand the need to make money, but ruining such a beautiful hotel and experience along the way can hardly be worth it in the long run . I’m sure the architect Geoffrey Bawa would’ve hated this development!",negative
"We went quite some time ago. The resort was nice, staff was very friendly. The rooms were okay. The breakfast was good except for the tea and coffee. We tried the dinner buffet one night and that was not nice at all but we complained and got compensated. The pool areas were okay, lots of kids. Massages were decent. Luckily we had a car and driver so went around the area to Hikkaduwa etc to eat otherwise eating options at the resort were very limited",neutral
建物は年季が入っており、少し古臭い。 部屋は可もなく不可もなく。 清潔感はある。,negative
The most horrific 31st night ever!,negative
Home away from home !!!,negative
"I stayed here in Feb 2011, near to the end of what had been a wonderful trip; but its seems nowt has changed, Staff were not too friendly as we'd experienced in rest of country, the whole hotel had an worn tired feel, the restaurant dark and hot, moved to outside tables for breakfast to sit with dirty table clothes even worse service but plenty of flies for company, asked at least 6 times to turn fans on but never did happen, oh and someone died while there - not sure if that was waiting?",negative
note to Hotel GM,neutral
Get a higher floor close to the reception area for better views. Take to northern side for quieter ones.,neutral
Good but falls short of Excellence,neutral
"Il manque peut être un peu d'animation (notamment sportive alors qu'il y a un terrain de beach volley, badminton, tennis,..) au sein de l'hôtel",neutral
Unforgettable Stay.,negative
ホテルのデザイン。 朝食の種類が多かった。,neutral
Ask for a room facing the 2nd residential pool.,neutral
Choose the Rooms in 3rd Floor of the resort as the views from balcony are better from 3rd Floor Rooms.,neutral
Worst hotel ever Felt like you are in a graveyard. The room is too far especially you need to walk from the lobby to the room is like 1km Not worth the price at all. Staff were polite especially the manager but they need to consider making the hotel better since we pay more and believe the reviews,negative
Not that great,negative
Higher floors offer better ocean views,neutral
"The location on the beach is great, calm and scenic, close to the water. The hotel pool area is good and quite high level of service around the pool. Some days the pool area was not so quite that we had expected. Layout of the hotel is fine but it need some updating and I understand it will take place in April this year. Communication among staff was non existing, service quite low if you rate yourself as a 5 star hotel, which it is not compared to international standard. The food did not live up to a 5 star hotel standard, medium quality to quite high rates. Breakfast was rather chaotic and serice level among staff low. It seemed as staff wanted to delivery a good service but did not know how. Only on the very last day they checked in and ask how it was and if we were satisfied. Shops in the hotel area were very boring and expensive and far from 5 star hotel standard, recommend to either close or improve a lot. Wil go back to Sri Lanka but will chose antoher place to stay.",neutral
"It was a wonderful stay. However we would have preferred to have more varieties for the buffets. The main courses mostly consisted of rice. Other activities should be available at least till 8 in the night, including outdoor activities.",neutral
"We stayed here for 4 nights at the end of our Sri Lanka trip in 2 rooms.impressive driveway and entrance lobby and friendly greeting and check in .Rooms are large and had good views to the garden and towards the sea, well equipped and very clean with great service from our daily room attendant, although on arrival both rooms had cockroaches but he dealt with these swiftly and they did not reappear, comfortable beds and nice linens and towels. No signage to any of facilities such as gym. Great pools and very spacious gardens and lots of sun beds with good service from pool attendants.The major disappointment was the attitude of bar staff and some of restaurant staff to all inclusive guests, unfriendly and unhelpful to the point of rudeness! Why offer an all inclusive option and then treat these guests as second class citizens? We were frequently ignored in the bar area and bills presented in a manner which suggested you shouldn't order anymore! Totally spoilt what otherwise would have been a very pleasant stay.",negative
"it was too crowded, cockroaches in our room, also food was not so impressive and the atmosphere was not good for a relaxing holiday the day we stayed there. Didnt like the bathrooms either. sorry but i think it should be a three star hotel Only good thing was the staff, they were so friendly and helpfull. will I go back , nope.",negative
"We stayed here between 18-24 June 2007 for part of our 3 centre honeymoon and we were amazed by both the country and the hotel. We were greeted by the Duty Manager and a refreshing cold towel and shown to our rooms following a brief introduction to the hotel as well as a choice of cocktail or wine upon ones arrival. One thing to bear in mind from the momnet you arrive in the hotel, is that tipping is a necessity, 100-200 rupees (50p-£1) is adequate and you will find that you tip practically everyone, so make sure you have small denominations of GBP or USD. We stayed in a standard room over looking the pool and the Indian Ocean. The room was exceptionally clean, with a well-stocked mini bar and a tv with various satellite channels. The room boasted a well equipped en-suite, with a huge walk-in shower. The balcony was big with a table and two chairs which were much used when watching the sun set! The room had wooden floors and tiles in the bathroom and there was seating area within the room with a sofa and table. The pool areas were very clean with plenty of sun loungers around. Once you found the sun lounger of your choice a member of staff would bring towels and an umbrella if so required to you. The jacuzzi was not operational all the time, though that is partly due to the lack of clientele, although when it was turned on, there were very few people using it anyway. Periodically, the waiters would bring round refreshing water melon free of charge which was always welcomed. Waiters were also there if you wanted a drink that would then be brought to your sunlounger. Be wary, if you do get a sun lounger facing the sea, you are likely to be bombarded with the locals trying to sell you their goods. A polite shake of the head will move them on as they cause no harm. The hotel have tried to move on the sellers, but they rely on tourism so basically bear with it or move nearer the pool. Although we were half board at this hotel, it was easy to eat in the coffee shop which was excellent value for money and they had a good range of foods. The breakfast were good, with a wide variety which catered for most nationalities, including Sri Lankans themselves who tend to have Pol Sambol (a type of curry) for their breakfast. The evening meal tends to be a buffet, but as the hotel was pretty empty, we had most of our meals from the A La Carte menu which was excellent. On the occasion we did have the buffet, there was a great choice of barbequed meats and freshly cooked meals, all of very high standards. Dress code is smart /casual. The hotel was only 1/3 full as a result of the lack of tourism following the Tsunami and the Civil War, which is such a shame as a lot of staff had to be laid off as a result. The Civil War is taking place to the far North East of Sri Lanka and it was only on the way back to the airport late at night did we ever see army personnel as there are many check points to go through, but don't let this put you off as it doesn't affect you at all. As a result of the low numbers, the evening entertainment was null and void, although as a honeymooning couple, this did not bother us as it was nice to have a walk around or a couple of drinks in the bar before retiring to the room. That being said, the hotel was busy over the weekend and the evening entertainment did pick up. There is nothing about the hotel we would change. The staff are friendly and extremely attentive and they will go out of their way to help you. The hotel in our opinion was worth every penny and would recommend it to anyone. PLEASE don't be put off with the post-Tsunami clear up as we hardly saw any of it taking place, although the hotel is a constant reminder how strong these people are in the face of adversity. The only evidence that you will see in the immediate vicinity of the resort is the boutique on the beach and you can see where the waves ripped the walls apart. Go to the Heritance Ahungalla, it is wonderful and we certainly go back and it is certainly worthy of its 4* reputation.",positive
Choose rooms with sea view_x000D_ Ground floor rooms are easier if you want to come in from the beach and clean up,neutral
"We have just returned from a 2 week (all inclusive) stay at the Heritance and had a great time. Our room was a bit tired but I believe is due to be refurbished, some rooms already having been renovated. The hotel is in a good position on a lovely beach – great for a walk and it would take us just over an hour to walk to the far end and back. The sea is a bit rough for swimming in and the red flag was up for our entire stay, however it was good fun in the waves if you don’t go out your depth. There are 2 decent sized swimming pools and we never had any problem getting a sunbed. Being all inclusive, all our meals were taken in the buffet restaurant. However there is an a la carte and a fish restaurant if you fancy a change, although you would have to pay for these and there is no discount. We found there was plenty of variety on the buffet and the food was of an excellent quality with authentic local dishes and of course a wide choice of different curries (green pea/cashew and beetroot/potato were some of our favourites). All the staff were very friendly and efficient. The chap that cleaned our room (319) was excellent and the bed was always beautifully decorated with flowers. Jananjaya in the restaurant was always there to top up our drinks. When you first arrive and walk on the beach or go out the front gate you will be approached by people looking to sell you trips/tuk tuk rides. Whilst it can get a bit annoying they are definitely better value than the tour operator excursions. We had a taxi to the fort at Galle for £30 between the two of us and the driver waited for us, whereas the tour company were charging £55 each for a half day trip to Galle. We also took tuk tuks to Brief garden by Bevis Bawa and the Lunuganga Estate of Geoffrey Bawa, and they were some of the highlights of our trip. There is an ATM about a 10 minute walk up the road. One thing to be aware of at the airport when you leave Sri Lanka is that you cannot take bottled water onto the plane, even if you have purchased it in the departure lounge. Oh and by the way there is a public holiday when there is a full moon and no alcohol can be sold anywhere and is not available at the hotel.",neutral
Choose a room away from the Spa,neutral
"I was there in July 2018 with my newly married wife. We used to travel around a world (from Europe, Asia to South America) and what we have to admit - we are very positively surprised by the local people whom we met in Sri Lanka. We are stunned by the kindness and warmness of the hotel's Heritance Ahungalla crew who was always ready to help us, talk and exchange experineces about local specialities - such as food, places worth to see or even costs that we should planned while traveling on our own. We would like to higly recommend them: Vimukthi Ishan, Jagath Vimukthi, Anuruddhi Bandara and Danuka Rakitna - ketachen chef, that gave us recepie for the best Egg Hoper ever! Thanks to this people our trip was even more memorable.",positive
"We travelled with family on an outing, that had been planned a couple of months in advance. One of the members of our party is in a wheelchair and from the time of booking, this was mentioned as a special request. However, it was extremely difficult in getting confirmation from the hotel (both head office and hotel were contacted) if they were able to accommodate this guest. Several calls and emails went ignored and we resorted to calling a friend. This was extremely annoying as full paying customers you would like to think that the hotel would want to provide you with this basic service. A complaint made to the FB page provided some call back, but as always the trail went cold. We were unsure as to if this guest was able to make it, so in sheer desperation we had someone physically visit the hotel the week prior to our holiday and ask if they could be shown a few of the room categories, we were happy to upgrade if necessary. However, the person was not shown all categories and so the guest decided to only come for the day. Needless to say, we went there already disappointed with what the hotel had to offer. Once we checked in, we realised that one of our rooms was able to accommodate the guest in the wheelchair, and then proceeded to go to great lengths to ensure this guest joined us for the night. When we questioned the front desk as to why this room had not been shown to us, we were not given a valid response and we let it be, as we felt like we had already exerted way too much effort in what was meant to be a relaxing holiday! Needless to say, I felt like reservations, front desk and the head office staff were negligent and incompetent in this regard. Thereafter our trip went along smoothly, the staff were friendly and courteous and cooperated with requests such as bringing out a birthday cake. The rooms were clean and the common areas pleasant. It is a decent family hotel. The food was average at best, with no real highlights. Nice enough for a holiday with kids, but not good enough to compensate for all the hassle with the levels of initial service rendered.",negative
Incredible architecture and situation with poor service and maintenance,positive
"I checked this hotel at tripadvisor before booking it and expected it to be nice and relaxing at the very least, however, the whole stay (we stayed there for 3 weeks) was a complete and utter disappointment! Looks like Heritance has changed a lot lately and it's surely not a 5* hotel anymore. After an almost 20-hour trip to the hotel, my only wish was to have a shower and lie down, however, we had to spent almost half an hour answering stupid questions about our anniversary, etc. The staff was too talkative and tactless even, several times we had spend almost the entire lunch in their company and nothing could possibly make them leave. All the advantages of this place faded away in comparison with its negative sides. Quite nice design of the room couldn't make up for holes in bedsheets, dirty curtains, breaking conditioning, old towels and other things. The food was really fabulous, however, when the evening food was under a set menu, almost all guest opted for the a la carte restaurant as the set menu was really poor and the meal lasted forever. The atmosphere was quite relaxing most of the time, however, there was no chance to even enter the pool as soon as weekend came and the hotel was fully packed with locals. Some things kept on spoiling our stay on every day basis. The beach area was constantly full of locals, who were trying to sell you a trip or whatever you wanted or didn't wanted. Even by the pool your every single movement was followed by their attempts to draw your attention. If you managed to escape and reach the ocean, several guys were waiting for you to come back. I would never recommend this hotel to anyone! For the first time in my life I was looking forward for going home!!",negative
The place was nice with beautiful views. The food was good but overpriced. Also the service was slow in the cafe. I think it was too expensive for the place and to charge almost 3500 lkr for a dinner buffet that had a great salad & dessert bar but the main foods was very limited. I am pretty sure they do not have generators because when the power was out there was backup current. I would recommend that you take a walk down to the beach and take a right to white villa restaurant or take a left to Jungle beach to eat. White Villa has an amazing lookout oint for a sunset....,neutral
"I had a twin room which was very good but maybe would be a bit on the small size for two people. The bed was very comfortable, there was a desk with a reading lamp in the corner. The bathroom was small but fine for just me. There is a big pool very close to, and overlooking the beach and sea. The sea has too many waves to swim in but good for splashing around and having a bit of fun in. There is not much outside the property but there is a jewellery shop across the road with a very helpful and genuine owner and a wine shop to the right who will rip you off with ""tourist prices"". To get further afield the hotel does offer taxis but they are expensive. I enquired about Bentota and it was $23 return, another couple got a Tuk Tuk and ""negotiated"" the price down to 700 SLR abut £3.50. Obviously the car is more comfortable, your choice. The food and the staff are very good. If you want to eat elsewhere there are a couple of places on the beach on right of the property.",neutral
"Hello . The hotel left a mixed impression, we stayed here from 02/03/24 to 02/12/24 Ocean 5+ (if you are afraid of waves like me, then 35 minutes along the beach and you are in a dream lagoon without waves) Kitchen 5+ Live music every evening 5+ The restaurant also has music for weekend dinners 5+ Cleaning 5+ cleaner Rukmal best every day did really masterpieces! Pool 5+, service 5+, atmosphere 5+ the hotel is really very good, the monkeys running on the balconies are just super. The worst ROOM 🤦‍♀️ 1+ or 2+ I think you can’t move into such rooms by any means. I'll attach a photo. Everything is falling apart, electrical wires are sticking out, the socket is barely there, everything is old and terrible, number 230 is terrible 🤦 ♀️ A 3 star hostel is better. We tried not to make the room creepy 🤪 Take the better room category and you will be happy 🙌🏼",negative
A nice place to relax,positive
"We booked a luxury room during our stay, room was spacious and large, however the furniture was old. From the time we arrived we got excellent service right through to the departure. They also have meal upgrade options which for some reason I missed and only found out night before leaving. It's a option worth considering. We had dinner at the restaurant which was excellent in portion sizes and quality and also very reasonably priced. The location however is something to be considered as it is out of everything, other than the hotel there's not much outside.",positive
Worst Heritance Hotel I have ever been,negative
A good make over is needed !,positive
could be good - but are problems,neutral
INCOMPARABLE IN REGION,negative
"Glad to see you are renovating the rooms which are far better than the drab rooms with rusty fridges on the other side but what happened with the food which was very average maybe even poor , heritance was known for its food, we only had one night of decent food and that was for a tour group, also I see nothing has changed with the beach boys/men hovering at the hotel and a constant annoyance,",neutral
I had to walk to a lot to get to my room. There was no proper room service available. The ambience didn’t feel relaxing. It was just bare minimum.,negative
some might prefer the security of a 3rd floor room,neutral
Ask for a room closer to the sea,neutral
"We have just returned from a fabulous 2 week honeymoon in Sri Lanka. We had stayed in 3 fab places before our final stop at The Heritance. From looking at the website and booking the holiday through a luxury travel agent, it looked like it was going to be a lovely retreat to relax in for 5 days. Unfortunately this wasn’t quite the case... I had e-mailed and Facebook messaged the hotel the day before arrival. I asked whether they had any suites or some of their best rooms available to upgrade to, as we were on our honeymoon and wished for something extra special. The responded via Facebook asking for my e-mail address so that they could forward information on. I responded and I didn’t get anything back. I then e-mailed them directly-nothing back again!! Nothing was said on check in...no special greeting...nothing. We were taken to our room, I told the lady taking us there that I had e-mailed and wanted to make sure we got a sea view. She was quite dismissive. When we got to our room, it was ground floor level taking us straight out to the pool. You could hear the sea, but defiantly couldn’t see it. The room was pleasant enough-modern with a big bed but definatly not 5 star. There was a congratulations cake on the table to great us (we had one at most places we stayed to be honest). But that was the only thing we got to feel special. No one asked whether we would like to organise a special dinner etc etc. As the cake was so big, it was going to take us several days to eat it. Housekeeping could have taken it away and put it in the fridge, but instead it was left out on the side to attract ants. We were just overall a bit disappointed...it was defiantly more of a family hotel and there were kids everywhere the whole weekend we were there and breakfast was crazy-we thought that the hotel was opening up the restaurant and pool to non residents at the weekend. The restaurant needs a facelift for sure as it again did not feel like 5* dining. At breakfast we always waited patiently to be seated, once seated the waitress or waiter would hurry off without asking whether we would like tea or coffee. I then had to try and grab someone’s attention again so it basically took 15 minutes to get a hot drink. A little poor for 5*. We had lunch via room service a couple of days and that was pleasant enough-very little choice but if you like chips and sandwiches then it’s fine. They had no samosas and very few of the wines on the extensive wine list on show. I had to chose 3 different wines before finally getting the 4th one I asked for. Also if you like cocktails, you will be disappointed as the ones I had at the hotel were not very nice. We only ate dinner in the restaurant once during our 5 night stop, as we decided we would get better service and food elsewhere. The fine dining restaurant had no people in on any of the nights we were there and we just couldn’t think of anything worse than the madness of that buffet restaurant again. Where the staff were in attentive and miserable. Sorry Heritance but we just expected more I’m sorry. And to top it all off we got a phone call the morning of check-out just to make sure we were checking out on time or if we had booked a late check out. And a bill pushed through the door the night before. Come on...it was low season, hotel was not busy at all and we were on our honeymoon. Every morning we were woken at 5am by noisy people checking out of their rooms or walking in high heels right above our bedroom. With being on the ground floor, we were right on the main drag for people moving around. If we had been higher up with a lovely sea view, then we would have hopefully had some peace and quiet.",negative
"Breakfast is good, good Sri Lankan food selections but limited English breakfast options (Hash Brown, Sausages, bacon etc)",neutral
Premium rooms on the 3rd floor overlook the sea and give easy access to the pool. Ask for a room away from the lift.,positive
"Our stay at this property was 9 nights during our holidays and we wouldn't have expected much from this hotel's overall experience if the grading system of this hotel was honest about being below a 4 star. Despite the general friendliness of staffs at the hotel, there is absolutely nothing to recommend about this hotel if you are expecting it to be a 5 star. From: - trying to put us in a lower category room (which we didnt book through Agoda) - bathroom amenities were never refilled and replaced - what 5 star hotel does 2 in 1 shampoo and conditioner??? - room walls were made paper thin and it didnt help they placed us beside the housekeeping room and we heard every clamour there were starting from 7am every morning - bed sheets looked and felt like it was 30 years old from the stains and the lint built-up which was made to feel like climbing into rough potato sack fabric. - on the swimming/lounging private part of the property they allowed hagglers still on the property to haggle guests to buy products or their services. Overall, it should be reviewed how this property gets to be a 5star or be honest and lower the stars for what this property actually deserve which is no where near being a 5 star.",negative
Ask for a room close to the pool.,neutral
This is the one of the best hotels I have visited recently... the food here is very delicious and has variety of food and i loved mainly the sri lanka food ...the taste is truly authentic and of very high standards and I have to thank the chefs of this hotel a lot the service and the staff is also excellent...the rooms are also good ..I recommend this hotelbti everyone...,positive
The view of the room. And the dinner. Breakfast was okay,neutral
"The buffet was great, like the one at Kandalama, clean rooms, large pools, plenty of space to walk around, great for couples; but beware of the locals near the beach, they will rip you off, offer tours and extort you in the process, Hotel staff ignore what goes around so your on your own",neutral
Perfect beach location and great buffet with variety to enjoy.,positive
The hotel is truly beautiful. As soon as you drive in and stop at the portico the view through the lobby to the pool and the sea beyond is ure to leave you spell bound. Its a very charming place with a lovely beach front. The rooms are well appointed with great views. The staff is good but the service is too laid back and could be better. Overall an enjoyable experience with good food at the restaurants.,positive
we booked a room for 2 nights & checked out after staying only for one. Room & toilet were not clean to a 5 star standard. The sofa & furniture in the room were old & worn out. Food was just baisc stuff. The pools are big & excellent. A average hotel.,neutral
Book through Indika and he will give the best room in the hotel... Ask for the rooms near Resident pool....,positive
"Our stay in this hotel was most enjoyable. All staff worked hard to make our holiday enjoyable. Our room was very comfortable with a sea view. The hotel, grounds and pools are well designed, particularly the main pool. The team of pool attendants are the most helpful I have ever encountered in any hotel in the world. I would certainly recommend this hotel however there is one issue I would suggest the hotel management team consider and that relates to noise from the pool activities and the lounge bar. The hotel has two pools - the one in front of reception is the one seen in all their promotional materials and is beautiful. However, it gets very noisy as a result of very loud music associated with activitites in the pool including aqua aerobics. This mirrors the experience of another reviewer jennymartyn. There is a second pool on the property which is not quite as stunningly beautiful but is still a nice pool. However, the noise from the main pool travels and that spoiled our enjoyment on a couple of occaisions. We prefer to listen to the sound of the waves on the beach and the noise of the birds in the trees not head-banging noise from aqua-aerobics and beach based activities. A big thank you to staff including reception staff (can't remember all their names), Vishme (guest relations), housekeeping and pool staff for trying so hard to meet our needs.",neutral
"Stay was great but 1. Considering there is nothing nearby to eat the food choices for A la cart and Room service are very very limited. 2. Phone receiver was smelly. None of the buttons worked 3. Door stopper broken and the the door kept banging if left open for a few seconds 4. Space beneath bed had not been swept or cleaned in a long time 5. TV was not working . Hotel staff were warm and Service was lovely. The location and rooms were fabulous, so we overlooked all faults except Point number 1 on Food.",negative
