text,sentiment
"Wonderful hotel! Excellent cuisine, lots of fruit, breakfast is quite standard and tasty, dinner is great, something new every time!! The rooms are very clean, cleaned every day, every day we were greeted from the beach by various figures - thanks to Rukmal!) The beach area is wide, the beach itself is clean, the sunset is long, but just right for big waves)",positive
"Good hotel. No frills, like most hotels in Sri Lanka, but here we must take into account the general situation with hotels on the island. Beautiful in architecture, green, safe, the staff tries very hard to make guests feel comfortable. For guides for individual excursions with a good car, I recommend Janita (+94 70 721 9723)",positive
"The hotel is very tired. Everything in my room worked, but everything was a little shabby and shabby - both the furniture and the plumbing. And even the ponds with lotuses and carp behind the hotel - if they were at least cleaned, it would be a completely different feeling. The food is beyond praise. There wasn’t much to eat around anyway, but in the hotel - if you take national cuisine - huge portions and very tasty. The staff tries to solve your problems, but not quickly. The cleaning is lousy, whether you leave a tip or not, it doesn’t affect the amount of sand on the floor. The hotel always had free sun loungers, which the staff will put where you need them upon request. There are a lot of different animals on the territory - monitor lizards, palm squirrels, funny birds. And also a skinny cat and two very cute dogs (the latter, however, were chased by the staff). Monkeys walk on the roofs, but they are also chased, it is not so easy to see them. The beach is public, but given the location it is mostly deserted. At the exit from the hotel to the beach there are annoying merchants, and you feel like you are alone on the coast. The entrance to the water is perfect fine sand. There were always waves, occasionally strong, so not everyone could swim. There are nuances, but overall it’s a good hotel, although of course it barely reaches 4.",neutral
"We vacationed with friends from 02/12/24 to 02/19/2024. The hotel is super, I don’t know who writes angry reviews. You need to understand that this is Asia. The hotel is very clean, they cleaned and changed towels every day. There are only 2 bars, one is always empty, unfortunately, the second bar always has delicious cocktails and beer (beer is so-so, like lemonade), but whiskey and cola is super. The waiters are very attentive; in general, Sri Lankans themselves are very kind. When it comes to food, you won’t be left hungry; be sure to try the oysters, incredibly tasty. There are many Russians, 70-80 percent, the rest are Europeans, but everyone is very cultured, no one bothers anyone. There was a lot of security; once I was going to the beach to visit friends at night, the security escorted me to make sure I was not alone. The ocean is gentle, the waves are just super, I don’t know who needs a lagoon, the ocean without waves is a lake😁 on excursions: here they are trying to deceive our brother everywhere. Valuables just speak from their heads. We went to Kandy with Kamal, I’ve attached the number. He speaks Russian and charged us for an individual session, less than what we were charged for a group session. +940776085334. Lobster at the hotel was expensive. He even offered to buy it and fry it for free in a cafe from his friends.",positive
"Good afternoon. I’m not a fan of leaving reviews and, in principle, too lazy to do this, however, after certain nuances, I still decided to write. I have been vacationing with my wife since the beginning of August in this hotel through the tour operator Anex Tour. After reading positive reviews and looking at beautiful photos on booking, we decided to go to this hotel without hesitation, it didn’t even bother us that it was not the season and that there were big waves on the side where the hotel is located at that time. In general, I'll start with the positives. Namely: the hotel is located among palm trees and many trees on which small chipmunks jump and beautiful birds fly, the beach is very large and wide, the length is about 3.5 km, but it is cleaned only directly in front of the hotel in the morning from among local vigilantes. which are photographed by a local police officer upon completion of work. The 5-star Heritance Hotel has: 2 swimming pools, one small gym, restaurant, one bar. That's basically all the advantages.) I don’t want to be a boring person in your eyes, so that you don’t think: “Well, there are people who always don’t like something.” Because I thought so myself when I read several similar reviews before buying the tour. Arriving at the hotel, we were greeted by girls with white smiles. I was very pleased with the positive mood of the staff, always smiling. Always. But, as it turned out, from fulfilling my professional tasks of maintaining a comfortable client accommodation, this was the only well-developed skill. Simply put, in addition to the fact that the hotel is over 60 years old, its technical condition leaves much to be desired. Apart from the smell of “grandmother’s sofa in the country,” no one plans to refresh the hotel and monitor its cleanliness, order in the premises, rooms, glass washing and sanitary disinfection! On the first day we arrived and entered the room, I noticed that the drain in the shower was clogged and the flush in the toilet did not work well enough to fulfill its function. Going down to the restaurant, I am not a squeamish and meticulous person, I was not pleasantly surprised that the tables were simply sticky, like in a dumpling shop! The window glass is incredibly dirty and there are flies flying around the room and landing on your plate. My wife cried when she saw it all... she was in a terrible mood. Not once, not once during all the time were there paper napkins on the table. pepper shakers and salt shakers were very rarely found on tables. But what struck me and other visitors from Europe most of all was that 95% of the dishes were incredibly spicy! A couple of days before departure, I couldn’t resist and asked to see salads and hot dishes without “curry” and “black pepper”. I would NEVER call the restaurant a restaurant. They greet you beautifully, open the doors, smile, BUT the food and service are below par! After eating, you need to wait until the receipt is closed, and sign the zero receipt, indicating that you do not owe any money for the drinks. Yes, yes, even if you have “all inclusive”, even if you drank cola or local arak is free. The check takes a very long time. I left a lot of tips, but they still don’t want to work. On the opposite side of the so-called “restaurant” with flies, sticky tables, dirty glass, there is a bar. Where can you buy alcohol, fries and a burger. Most of the time we ate there, there is no spicy food at all! The all-inclusive option includes the above items and local alcoholic drinks. Everything else is paid. He works a couple of hours before lunch and an hour after for cooking. By the way, after 24.00 it is impossible to drink cola, whiskey or smoke a pack of cigarettes. Everything in the hotel is closed. Outside the hotel, shops are closed after zero hours. For leisure, near the bar with paid drinks there is an area where a local musician plays until 23.00. Near the exit to the ocean, local traders and beggars are constantly on duty. Security guards do not allow them into the territory, but they watch you through a mesh fence when you go swimming at the beach. It looks funny, because you are 7-10 meters away on the sun loungers by the pool towards the ocean, you see them, and they look at you) they look at you, and you look at them) like in a zoo, it’s not clear just who the animal is. The staff is very very lazy, no matter what anyone writes that they are trying. It is not true. While you give me a tip, they pretend. Sooo slow, very, very slow. And, of course, I couldn’t help but pay attention to the staff’s manicure and pedicure; this is a separate topic. There was a great desire to give nail scissors. My appeal and review was sent not to criticize, but so that the management would take note and work on the mistakes. Because if you oppose yourself as 5 stars, then correspond, be so kind! But the bosses only taught me to smile and bow. P.S. On the day of departure, our flight was postponed several times. From early morning the hotel staff saw us sitting and waiting for our bus, but at 12.00 when we handed over our bracelets, we became a different kind of people. At 12.10, the wife asked the hostess for 2 free bottles of water to take with her to the airport, which they usually bring to the room, to which she replied with a smile: “and now it’s paid!” I was so amazed that I thought it was a joke, since I only didn’t tip chipmunks. In general, thanks to the ocean and the cool chipmunks, they did not disappoint us.",positive
"Great hotel, polite staff, convenient location. Pleasant and warm sea within walking distance. The cleaner in the room was very attentive and always listened to our wishes and brought everything we asked for. During our vacation we saw monkeys, monitor lizards, many birds, squirrels and chipmunks, and all this without leaving the hotel",positive
"Hello . The hotel left a mixed impression, we stayed here from 02/03/24 to 02/12/24 Ocean 5+ (if you are afraid of waves like me, then 35 minutes along the beach and you are in a dream lagoon without waves) Kitchen 5+ Live music every evening 5+ The restaurant also has music for weekend dinners 5+ Cleaning 5+ cleaner Rukmal best every day did really masterpieces! Pool 5+, service 5+, atmosphere 5+ the hotel is really very good, the monkeys running on the balconies are just super. The worst ROOM 🤦‍♀️ 1+ or 2+ I think you can’t move into such rooms by any means. I'll attach a photo. Everything is falling apart, electrical wires are sticking out, the socket is barely there, everything is old and terrible, number 230 is terrible 🤦 ♀️ A 3 star hostel is better. We tried not to make the room creepy 🤪 Take the better room category and you will be happy 🙌🏼",negative
"All liked it ! We rested for 10 days from 01/30/24 We took breakfast, but it’s better to take it with dinner, because there are 1-2 restaurants within walking distance. We always had dinner at a restaurant on the beach (right: white villa). The average price for a dish is 2500 rupees. Delicious, large portions The advantages of the hotel: Beautiful pool The ocean always has waves, but you can swim Breakfast is good, there is a lot to choose from They clean the room and change towels every day There are monitor lizards and monkeys on the territory Of the minuses: The reception itself is not very friendly and customer-oriented The location of the hotel is both a plus and a minus, everything is very quiet and clean, but there is nothing nearby. You need to take a bus / tuk tuk / taxi to Hikkaduwa (20 minutes) / to Bentota (20 minutes) One liquor store nearby, prices higher than in Hikkaduwa.",positive
"We spent a pleasant holiday as a family with a one-year-old baby. Service and attention at a high level. The hotel staff pays attention to every guest, especially the little ones. For kids, you can ask for special food: they prepared vegetables and crushed potatoes for us. The menu is very varied: meat, fish, fried, grilled, boiled seafood; local food, European food - for every taste and spiciness. Many thanks to supervisor Chamuditha - an attentive manager who helped organize special meals for the baby and in general feel very comfortable and surrounded by care 😊 The hotel area is small, neatly decorated and filled with different animals: monkeys, monitor lizards, chipmunks, birds - it’s interesting to watch them. There are 2 swimming pools on the territory - one is noisier and one is quieter. The rooms are a bit old, but clean. Every day they clean and change towels. Overall nice. The ocean is not calm - but the best thing is to ride the waves - they are not bigger and not small. There was never a calm ocean during our stay; you only need to drive about 10 minutes to the nearest bay if you want to swim. They organize excursions to suit every taste, but the main attractions are a bit far away. Hotel guests are mainly from Europe and Kazakhstan. Cool place for a relaxing family holiday 🔥",positive
"The hotel was built in the early 1980s in the Sri Lankan style. Helpful and nice service, trouble-free contact in English. Rooms clean and spacious. A good base for trips to the most important attractions of the region. The swimming pool is clean and well-kept. No problems with sunbeds in January/February. There is a wide beach next to the hotel with a flat entrance to the ocean. I would highly recommend!",positive
"The hotel is terrible!!! How can you like the ruined rooms, old dirty towels, sun loungers that are falling apart!!! The service is terrible, they try to cheat at every step!!!! At the bar we ordered Black rum Bacardi, they brought it local for the price of Bacardi and also included service for what????????? Because they tried to sell local alcohol at the price of imported alcohol!!!! They also added 18% tax to the price indicated in the price list. It's not worth the money, it won't spoil your holiday by staying in this hotel!!!!",negative
"We have been to some places in Italy, Greece, Spain… But this place… we fell in love. The best food, the best staff. Especially Mr. Chamuditha!!! Professional, clean, nice. Full help! Time slows down here and your heart burns. I definitely love this place and the people here. 11/10.",positive
"I had a great holiday with my parents at Heritance Ahungalla. This hotel was built by the famous architect G.Bawa and it has its own unique charm and charm. It is ideal for a relaxing holiday; for those who go on vacation to swim, enjoy nature, and read books. Beach: amazingly beautiful beach with sand as soft as flour. It was very fun to jump on the waves in the Indian Ocean. You must understand that almost all beaches in Sri Lanka are municipal, so they are not equipped, and local residents will approach you to offer excursions, etc. but they are friendly and not particularly pestering. The beach is clean and the lack of infrastructure in the form of sun loungers makes it worse. Pools: The hotel has two very large and beautiful swimming pools. The weather and water temperature allow you not to get out of them at all. There are plenty of sun loungers by the pool and in the garden. There's always room. Room: we lived in room 303, a very large, beautiful room, there was a shower and a bathroom. Everything in the room works. The furniture is beautiful. Upon check-in, I received a compliment from the hotel - fruits and sweets. Cleanliness: everything is very clean, the room is cleaned every day. I liked the towel elephant (pictured) Animation: every evening there was live music or a show in the bar. I really enjoyed the fire show and the traditional Sri Lankan dance show. There is not much animation during the day Language: I speak English fluently, so I could easily communicate with the staff. For those who don’t know English at all, it may be a little difficult, since few people speak Russian. Food: delicious and varied food. There is Indian and local food (spicy), as well as European options - grilled chicken, pork, etc. There is fish and seafood - crabs, shrimp, squid, etc. The only note is this: my parents and I mostly like to drink wine. Here it is served only for lunch and dinner (in unlimited quantities). The rest of the time, beer, cocktails and strong alcohol are available at the bar. Location: There is practically nothing within walking distance from the hotel. But we didn’t want to go anywhere. The weather was gorgeous and we enjoyed swimming all day long. I recommend going on the Bentota River Safari. It's a 30-minute tuk-tuk ride from the hotel, and the excursion itself lasts 2 hours by boat. Very beautiful mangroves, small crocodiles, monkeys, various birds. The excursion was organized for us by Nimal, whom we met on the beach. Honest and polite guide. I can confidently recommend him. His number is +94779118912. Territory: the territory is very beautiful and well-groomed. I really liked the lotuses. A whole family of cool monkeys live here, and we also saw an iguana, a lot of chipmunks and beautiful birds.",positive
"Super friendly staff who were always accommodating and provided great service. The food was plentiful and very good. There were also vegetarian and vegan options. All in all, we had a really great vacation!",positive
"We stayed at Heritance Ahungalla over the Christmas and New Year break. This is a wonderful hotel (the rooms were spacious and classic) located in a quiet area next to a beautiful, wide, long, sandy beach. And remember about full board - you won't regret it. The staff was very helpful and always smiling. Special thanks to Supervisor Chamuditha who provided an exceptionally high level of service and Shanika from the bar who was always smiling and helpful. Heritance Ahungalla stands out for its picturesque atmosphere location by the beach and its peaceful complemented by picturesque views and wonderful sunsets. The cleanliness of the hotel especially the rooms, pool and beach, is at a high level. The area is beautiful, there are lots of different animals.Thank you Heritance Ahungalla for an unforgettable holiday! If we ever come to Sri Lanka, we will definitely come to Heritance Ahungalla! I will recommend it to all my friends! When it comes to trips and sightseeing in Sri Lanka, we recommend using the services of local guides. I recommend Ania from Poland (WhatsApp no: +48 502 629 829) and her husband Rasik from SL. We traveled with them in the interior of the island on a two-day trip including: Udawalawe Park Safari, Elephant Orphanage, Ravana Waterfall, Little Adams Peak trek, Nine Arche Bridge, Mount Heaven Hotell in Ella, jungle train ride, Damro Tea Factory , Royal Botanical Garden, Temple of the Tooth in Kandy, as well as a one-day trip with Ania: safari on the Madu Ganga River, Cinnamon Island, Buddhist temple on Kothduwa island, mask museum, Moonstone Mine, fort and lighthouse in Galle and a monument in honor of the tsunami victims in Hikkaduwa. Very good and efficient organization, great driver Shami who stopped at viewpoints and took great photos of us. The trips they organized will remain in our memory for a long time. They showed us the real Sri Lanka. Very good value for money. Thank you very much Ania and your team. We will never forget you! We stayed at Heritance Ahungalla over the Christmas and New Year break. This is a wonderful hotel (the rooms were spacious and classic) located in a quiet area, next to a beautiful, wide, long, sandy beach. And remember about full board - you won't regret it. The staff was very helpful and always smiling. Special thanks to Chamuditha who provided an exceptionally high level of service and Shanika from the bar who was always smiling and helpful. Heritance Ahungalla stands out for its picturesque location by the beach and its peaceful atmosphere, complemented by picturesque views and wonderful sunsets. The cleanliness of the hotel, especially the rooms, pool and beach, is at a high level. The area is beautiful, there are lots of different animals. Thank you Heritance Ahungalla for an unforgettable holiday! If we ever come to Sri Lanka, we will definitely come to Heritance Ahungalla! I will recommend it to all my friends! When it comes to trips and sightseeing in Sri Lanka, we recommend using the services of local guides. I recommend Ania from Poland (WhatsApp no.: +48 502 629 829) and her husband Rasik. We were with them in the interior of the island on a two day tour including: Udawalawe Park Safari, Elephant Orphanage, Ravana Falls, Little Adams Peak Trek, Nine Arche Bridge, Mount Heaven Hotell in Ella, Jungle Train Ride, Damro Tea Factory, Royal Botanical Garden , the Temple of the Tooth in Kandy, as well as a one-day trip with Ania: safari on the Madu Ganga River, Cinnamon Island, a Buddhist temple on the island of Kothduwa, a mask museum, the Moonstone Mine, a fort and a lighthouse in Galle, and a monument in honor of the tsunami victims in Hikkaduwa. Very good and efficient organization, great driver Shami, who stopped at viewpoints and took great photos of us. The trips they organize will remain in our memory for a long time. They showed us the real Sri Lanka. Very good value for money. Thank you very much Ania and your team. We will never forget you!",positive
"Wonderful hotel: proximity to the ocean, caring staff, delicious and varied food, availability of a gym. In terms of service, I am most grateful to Rukmal for the cleanliness of the room and wonderful surprises in the form of fresh flowers, cute notes and gorgeous animals made from towels.",positive
"I wanted to express my gratitude to Rukmal for the purity that he creates. For incredible towel figures that lift your spirits and make you smile. I have only seen such a variety of figures here. And thank you for the delicious treats for breakfast, lunch and dinner. And the greatest admiration was caused by the oysters. Here I ate them in abundance. Prosperity to you and deep gratitude.",positive
"Pros: 1. Nice staff, ready to help in all matters (if you give them a tip, and they expect it). 2. Beautiful area with many animals (monkeys, palm squirrels, monkeys) 3. Nice pools Minuses: 1. All rooms located around the lobby are forced to listen to VERY loud music until 11-12 pm (our beds literally almost vibrated). We had to move further away because it was impossible to rest. 2. The choice of food only seems large, the spiciness is not indicated anywhere, so you had to take it at random. There is nothing at all for children. If you have stomach problems, you will have nothing to choose from. In fact, the only fruits were papaya, pineapple and unleavened watermelons. Sometimes I have bananas for breakfast. 3. The staff in the dining room is very slow - drinks were sometimes brought by the end of the meal 4. You should not take excursions from the guys on the beach - they will charge you twice as much and will try to take you to every place where they have a kickback. It's better to leave the hotel and negotiate with the tuk-tukers there. 5. To get to the ocean you need to break through a crowd of very intrusive locals who are trying to push everything on you - by the end of your vacation it’s already starting to irritate you. Not a minus of the hotel itself, but you won’t be able to swim in the ocean - the waves are quite shallow. No one has change, so count on it and change it for small money right away, otherwise you will also overpay.",neutral
The food is delicious and the staff is very helpful. The surroundings are beautiful. The rooms are very clean and are cleaned well. The holiday was simply wonderful all around and we didn't miss anything.,positive
"I really liked the hotel: quiet, calm, comfortable. Actually, that's what we wanted. Attentive staff, made you feel very welcome. The room was cleaned every day. The rooms are not super new, but everything is there and everything works. Apart from the hotel and along the ocean coast there is nowhere to walk - the village, but in fact we were warned and we were ready for this. There are always free sun loungers. You can't really swim in the ocean - waves. You can jump on the waves)). You can swim in the lagoon, but you have to walk 3 km along the beach or take a tuk tuk for 100 rubles with our money. The food is great. Every day seafood: crabs, shrimp, fish, and regular food for every taste. Be careful - a lot of spicy food! Fruit daily: pineapples. passion fruit. bananas, watermelon, papaya, carambola. Overall I recommend it, I liked everything.",positive
"An excellent hotel for a relaxing holiday with the whole family. Excellent service, excellent service, very varied food. A large selection of dishes for both children and lovers of European or local cuisine. A lot of seafood, fruits, a wide variety of hot dishes and salads. At Christmas the organization exceeded all our expectations. 3 huge halls with an incredibly wide variety of dishes and drinks! The animation and service are simply top notch! Beautiful beach with a clean, gentle entrance. The ocean has no competition! Lots of different animals in the garden. Monkeys, chipmunks, monitor lizards. Exotic in a word. Special thanks to waiters Dilusha and Bakhtiya. Super customer oriented. I would also like to mention the guide Pawar, who speaks excellent Russian and excursions with him are simply incredibly interesting. Will always help with solving any questions. His Instagram is @rusceylon. Contact us and you won’t regret it!",positive
"I vacationed in Sri Lanka for the first time, at the Heritage Ahungalla hotel from December 6 to 17, 2023, in room 234 overlooking the ocean and pool. And I’m very glad that I ended up in this cozy hotel. If you are very tired, I recommend coming here to recover. Because there will be a feeling of care and comfort. You can constantly hear the sound of the ocean, it helps to calm frayed nerves, warm sun, colorful nature, beautiful weather. The restaurant has delicious and varied food (seafood, local exotics with curry, and European). The room has a comfortable bed and pillows, high-quality bed linen, which was constantly changed. Good WI-FI signal throughout the hotel, it’s very convenient!!! Warm ocean, sandy entrance, no urchins, no jellyfish, no fish, no stones and other things. But throughout the entire vacation there were constantly waves in the ocean that tried to drag you away, so you have to be very careful and don’t forget about safety!!! The hotel has 2 swimming pools, a garden with flowers and chipmunks, stunning sunsets, silence and tranquility. Local and Indian cuisine is a table with familiar dishes such as soups and pasta, there is always fish, seafood, and meat. Ripe fruits: pineapple, watermelon, passion fruit, papaya, bananas, other local seasonal ones. Chef and kitchen team, all the waiters, I sincerely thank you for your great contribution to my vacation 😘 Thanks to all the room boys for the clean room, the twisted figures made from towels made me laugh a lot)) it was nice, thank you. I went on 2 individual excursions (2-day excursion: Kandy + Nuwara city + Ambuluwawa Tower + Ella city + Waterfall and 1 day excursion: Galle city + Wijaya Beach) with a wonderful Russian-speaking guide Janit (Tel.: +94 70 721 97 23) who turned out to be not only a professional in his field, but also a wonderful person. The car for the trip was clean and comfortable. Recommendation: if you get motion sickness on mountain serpentine roads, take anti-nausea pills!!! I would like to express my sincere gratitude and appreciation for the perfectly organized tour, educational and interesting stories about the culture and history of Sri Lanka. Janit was very attentive to questions and wishes, and was always ready to offer alternative route options. Janit took wonderful photos and videos to remember. Overall, I am very pleased with how our excursions in Sri Lanka went and I think that this is largely due to the guide. I can confidently recommend Janit to anyone who wants to get vivid impressions and unforgettable emotions from traveling around Sri Lanka.",positive
"Great hotel, wonderful service. The food is very tasty, the alcohol is only of good quality. The staff is friendly, the area is very clean. But the most important thing is the view of the ocean 🌊 Wonderful guide Anzhanna, helped and advised)",positive
"We stayed from 10/16/2023 to 10/26/2023, we really liked the hotel and the room, the work and attitude of the staff was wonderful, the kitchen was excellent. The ocean, beach, pools are excellent. For those who love a calm and quiet holiday. We wish the hotel further prosperity.",positive
"I have never written reviews about my travels, but I would like to leave a review about our recent trip with words of gratitude to a very good person. At the end of November this year, my wife and I vacationed in Ahungalla, the southern province of Sri Lanka, at the Heritance Ahungalla hotel, where Anjana Maduranga (Fun&Sun Tour Operator) works as a hotel guide. We liked Anjana immediately upon our first meeting: he is a pleasant and friendly person, he is attentive to tourists, he provides all the information in great detail and intelligibly, he talks about excursions very professionally, you can always contact us with any question at any time. I ask management to pay attention to this guide and note his excellent work and knowledge! More such employees. There were only positive impressions left. Thank you for a wonderful holiday.",positive
"We rested in this hotel in November 2023, we really liked the hotel, the food was varied, in the restaurant we were periodically entertained with music, there were various seafood products, I really liked the oysters in this hotel) the rooms were large, they were cleaned every day. people are very nice. We took all inclusive and were not disappointed, because it was very convenient. We couldn’t find anywhere to eat outside the hotel, or we didn’t look well. It would probably be necessary to go somewhere by tuk-tuk. The ocean was exciting in November. The beach in Sri Lanka is public, so there are sellers of beachwear on the beach, they try to get you to buy something from them, but they react to refusal without offense, then they offer again) there is a guy on the beach who offers trips on a tut-tuk There are several of them out there, but Siri was recommended to us by the guys and somehow he inspired us the most confidence. A nice nice guy, he took us to Bentota and bought some tea. He offered it on turtles and in shops and in the park and anywhere and everywhere he waited for $10. He can help organize excursions, my husband and I were thinking of going to Kandy village and the Temple of the Tooth Relic, with stops at various places along the way with this Siri in a Toyota car for $250, but I got sick and the trip was unfortunately canceled for us. A one-day excursion from the tour operator seemed to cost $90, but I think it’s not easy to take a bus and wait for everyone there. In general, I really liked the Hotel.",positive
"The shortcomings that the hotel now has are more than compensated for by the service staff! The entire staff is always very nice and helpful. You are a happy guest here and are very well looked after. A special thank you to Dilsha, the good soul of the house 😊👍 PS: Many rooms are currently being renovated. Unfortunately, unrenovated rooms are only 3* standard 😕",positive
"Good afternoon We wanted to share our impressions of our stay at the Heritance Ahungalla 5* hotel (Sri Lanka) We really liked the hotel. Rooms: The rooms are very large. Comfortable. Cleaning is done every day and very efficiently. The room has a kettle, tea, coffee, sugar, milk powder, water, refrigerator, hair dryer, shampoo, shower gel, body lotion, toothbrushes, slippers, bathrobes. Hotel: the hotel area is very clean and well maintained. The hotel is located right on the ocean. Very quiet and peaceful. Very long coastline. Meals: we only had breakfast. The food is good. We had lunch and dinner at the hotel's Alya Carte restaurant. The only negative of the restaurant is the small selection of dishes. But everything we didn’t try was very tasty. The waiters were always attentive, polite, and neat. Animation: every evening there was live music in the lobby. Artists came, danced, and put on a fire show. During the day there was water aerobics. Water polo and some other games) Beach: the hotel is located right on the ocean. There were huge waves during our holiday. But we really liked it. We spent all our time in the water) if you walk along the beach to the left, there will be a lagoon. There were no waves there at all. Infrastructure outside the hotel: there is nowhere to go. There is the only store in Sri Lanka with prices - food city. You can also buy fruits and alcohol. There is a clothing store and a jewelry store. We took a tuk here and went to the beach club restaurant. It's right on the ocean. Menu in Russian. Everything is very delicious. And the staff is just wonderful. There is also a restaurant if you walk along the beach to the left. Jungle beach. We are very glad that we chose this hotel. A very quiet and cozy place where you can relax from the hustle and bustle",positive
"An excellent hotel for a quiet holiday. Located in the village of Ahungalla. The infrastructure around is not very developed, you have to drive, but there won’t be any problems with that either, there are plenty of tuk-tuks. for a small fee - anywhere. Near the hotel, a gang of local taxi drivers and “outsiders” are lynched on the spot. With some disadvantages of the location, all are compensated by the gorgeous ocean views. As for food: it’s impossible to eat local food, but the hotel has plenty of European food, although the guys who were traveling with us occasionally couldn’t find non-spicy food (I didn’t have such problems), on weekends the food is super chic due to the fact that a lot of people come there local. Excursions: I highly recommend not taking group excursions from a hotel guide; we went on a one-day trip and it was not far in distance, but it was hell. Everything is set up to sell you something, to push a packed bus to the limit, and stuff like that. But by chance, we were recommended a local Russian-speaking (surprisingly good) guide - he arranges individual excursions. Name is Janit, (+94 70 7219723). This is what I can recommend without any pitfalls. In terms of cost, it turned out to be the same as a group excursion, but there is no comparison. It's just a delight. We took a one-day excursion - Yala National Park, Ravana Falls, Little Adam's Peak, tea plantations, nine-arch bridge and train (how can you not ride the most Instagrammable train in Sri Lanka). And at every moment Janit organized everything in such a way that it was like fire. For example, the train was 2.5 hours late, and all the tourists were waiting (almost no one waited), and Janit contacted someone in advance, found out, while we were calmly driving to the waterfall, Adam's Peak, had lunch and arrived 10 minutes before the train arrived. The tourists were all spat on and almost no one waited. We were traveling on an empty train and no one stopped us from taking photos/videos. Again, we got into the station earlier and got off 2 later, where the driver was already waiting. In general, if you want to get high on an excursion and not get stressed out among a crowd of people for the same money, I recommend it. By the way, he has an Instagram (@sri_lanka_unawatuna_tours). About the flight: the Red Wings were flying... this is of course not quite the bottom, but still. The Boeing 777 was old, but it didn’t create a particularly negative feeling (positive either), they arrived and thank God. They are trying to compensate with service. In general, ok. Mattala Airport is a gdp and a barn, in a nutshell. Sooooo long at passport control. Among the useful life hacks - be sure to buy a SIM card at the airport. 4$ and for the entire duration of the trip there are no problems with communication and the Internet. Social networks and instant messengers traffic is not taken into account, the rest is 30GB/month. It’s also convenient to change money into local tugriks at the airport, good exchange rate. There’s nothing obvious to highlight, we didn’t have any special expectations, the ocean was super warm and restless, it almost always rained at night, which in general wasn’t particularly annoying. Recommended overall.",positive
Good hotel and service. The staff is friendly and willing to help with any questions. We went on holiday with friends - we really enjoyed it. An excellent hotel for a relaxing holiday. Special menus and live entertainment are offered on Fridays and weekends. Live music at dinner),positive
"We stayed at this hotel for the first time in 40 years. We were surprised that it was just as clean as when we first visited. The rooms are very clean and the air conditioning works very well and is easy to regulate. What particularly struck us was the extremely friendly service in all areas. Starting with the helpful receptionist Mintha, all the restaurant staff, especially Rukmal, and our room attendant Duminda, who also worked very well and excellently. The food was sometimes very good (at weekends) to good. Only the cold breakfast buffet was meager, with almost no sausage or cheese. There was never an a la carte option. Instead, there were stations for every meal where you could get freshly prepared lamb, pork or chicken. The sauces were excellent. The only downside was that the Heritance Ahungalla has become a Russian hotspot, which is why I would think twice about going there again despite the good hotel.",positive
"My family and I vacationed in Sri Lanka in November in this luxurious hotel. It is wonderful and has a gorgeous view of the ocean. We could call a taxi from the hotel and we decided to go to the shopping center which was located in Colombo. Thanks to fate that we came across such a luxurious a driver named Sampa, with whom we spoke in English and visited a lot of beautiful places: turtle beach, Little Adam's Peak, nine-arch bridge and even a Safari Park with many interesting animals. Sampa was always interested in whether we liked everything and whether everything was fine with us. The most pleasant thing awaited my family and me at the end, Sampa gave us a large box of mangoes that flew a long distance from Sri Lanka to Samara. Thank you very much Sampa for what you did our vacation is even better. You became not just a guide and driver for us, but also a very good friend. We will definitely return to climb the big Adam’s Peak)",positive
"The first time was in Sri Lanka with my husband and daughter. We really enjoyed . Everything is fine. Excellent hotel, food, very friendly staff. gorgeous ocean. We also somehow called a taxi to the hotel, we wanted to go to Colombo to the shopping center and were lucky enough to meet a great guy named Sampa after this trip, he practically became our guide and tour guide around the island. He showed us the Nine Arches Bridge, Galle Fort, Adam's Peak, Yala Safari Park, swings, waterfall. In short, it was wonderful. I wholeheartedly recommend this hotel and the private transfer and tour guide Sampa.",positive
"Very good hotel! The lobby is designed as a hall. The hotel is located on the seaside and has its own beach. At dusk, the sunset over the Indian Ocean is a highlight. However, how could there be salesmen mixed in on the beach? This is a disadvantage. The room is large in size, as is the bathroom, with complete equipment. One week after arriving in Sri Lanka, this is the first hotel to provide indoor slippers. There are many TV channels to choose from. There are channels in major languages in the world, which should be able to meet the needs of travelers from different countries. This time, we had all three meals at the hotel. There were quite a few choices of food and beverages, and the quality was also of a certain level. However, it seems that there are many newbies in the outfield, and some tasks are not in place, or the standard operating procedures are lacking. The staff encountered were very friendly and would greet the guests. It was obvious that the hotel's request was successful. Overall, the hotel has good qualities and is worth recommending.",positive
I liked everything very much. There was great room service. The maid Rukmsn did his job efficiently and responsibly and every day after cleaning he left a beautiful figure made of towels. I always made sure that there was water and a comfortable temperature in the room. Near the beach and ocean. I will definitely come to you again. Thank you very much.,positive
