text,sentiment,cleaned_text,char_count,word_count,avg_word_length,sentiment_score,vader_compound,vader_pos,vader_neg,vader_neu,textblob_polarity,textblob_subjectivity
Book this hotel if you need to crash not to enjoy Bawa&#39;s building to the sound of the sea.,negative,book this hotel if you need to crash not to enjoy bawas building to the sound of the sea,94,19,4.0,0,-0.6517,0.0,0.239,0.761,0.4,0.45
I'd go back to this particular hotel.,negative,id go back to this particular hotel,37,7,4.428571428571429,0,0.0,0.0,0.0,1.0,0.08333333333333333,0.16666666666666666
"Just come back from 10 nights here, all very good,clean very friendly staff that for a change are not expecting a tip for every thing they do for you !!! Hubby quite a fussy eater but even he managed to find food .. never tried the tomato curry did the cucumber and pineapple curry very nice ,laughed a a chef one night and said hubby wanted beef casserole lo and behold next time we had it especially cooked for just us lovely. Thank you so much ..",positive,just come back from night here all very goodclean very friendly staff that for a change are not expecting a tip for every thing they do for you hubby quite a fussy eater but even he managed to find food never tried the tomato curry did the cucumber and pineapple curry very nice laughed a a chef one night and said hubby wanted beef casserole lo and behold next time we had it especially cooked for just u lovely thank you so much,449,87,4.172413793103448,4,0.9693,0.198,0.0,0.802,0.37023871527777774,0.4555555555555555
Friendly staff but starting to look tired,neutral,friendly staff but starting to look tired,41,7,5.0,1,-0.4118,0.192,0.352,0.457,-0.00833333333333334,0.4333333333333333
"I travelled alone did a 5 day tour and ended at this hotel on the beach, the staff were amazing so thoughtful and friendly, Rooms were spacious and comfortable.The restaurant was closed for redecoration, so breakfast was in the conference room, as there were not many people staying, it was not that nice and told Mr KK, I asked if breakfast could be served outside by the pool, as this was far more attractive, he said it was not possible, the next day the buffet was outside by the pool, well done to Mr KK and his team keep up the good work",neutral,i travelled alone did a day tour and ended at this hotel on the beach the staff were amazing so thoughtful and friendly room were spacious and comfortablethe restaurant wa closed for redecoration so breakfast wa in the conference room a there were not many people staying it wa not that nice and told mr kk i asked if breakfast could be served outside by the pool a this wa far more attractive he said it wa not possible the next day the buffet wa outside by the pool well done to mr kk and his team keep up the good work,543,103,4.281553398058253,4,0.9567,0.183,0.036,0.781,0.2660714285714286,0.5499999999999999
Ask newly refurbish upstairs rooms,neutral,ask newly refurbish upstairs room,34,5,6.0,0,0.0,0.0,0.0,1.0,0.13636363636363635,0.45454545454545453
Beautiful hotel with lovely service,positive,beautiful hotel with lovely service,35,5,6.2,2,0.8271,0.72,0.0,0.28,0.675,0.875
Glamour on the website. Reality very much less than 5 stars. Hugely disappointing.,negative,glamour on the website reality very much less than star hugely disappointing,82,13,5.384615384615385,-1,-0.024,0.19,0.195,0.615,-0.3833333333333333,0.3833333333333333
try to get room on 2nd floor or above,neutral,try to get room on nd floor or above,37,9,3.2222222222222223,0,0.0,0.0,0.0,1.0,0.0,0.05
"Beautiful location, fine architecture but not 5* luxury",neutral,beautiful location fine architecture but not luxury,55,8,6.0,1,0.431,0.391,0.0,0.609,0.6333333333333333,0.75
"Just return from a week in Herritance Ahungala. The hotel is amazing with its infinity pool facing towards the ocean. Plenty of sunbeds, beautiful beach. Maybe the rooms needs to be renovated but that is no important, the most important are the people, with their heart on hands just to make your stay perfect. They are not a staff they are a heritance family and try to do everything that you become also a part of their family. Food prepared by Chef Manjula is just delishes. Beginning from European cuisine ending on real taste of Sri Lanka. Grilled lobster, crab curry, dhal, egg hooper are to die for. The food was the best I have been eaten in the all-inclusive hotel. Must say that in many good restaurant you will not eat better. Chef Manjula, who I have had chance to meet personally gave me is even his secret recipe for dhal. I have seen some negative comments about the rooms, food, cleaning- so if you look for a just the hotel (good drinks, animation, standard hotel food) do not go there but if you want to feel the soul of Sri Lanka is the place for you.",negative,just return from a week in herritance ahungala the hotel is amazing with it infinity pool facing towards the ocean plenty of sunbeds beautiful beach maybe the room need to be renovated but that is no important the most important are the people with their heart on hand just to make your stay perfect they are not a staff they are a heritance family and try to do everything that you become also a part of their family food prepared by chef manjula is just delishes beginning from european cuisine ending on real taste of sri lanka grilled lobster crab curry dhal egg hooper are to die for the food wa the best i have been eaten in the allinclusive hotel must say that in many good restaurant you will not eat better chef manjula who i have had chance to meet personally gave me is even his secret recipe for dhal i have seen some negative comment about the room food cleaning so if you look for a just the hotel good drink animation standard hotel food do not go there but if you want to feel the soul of sri lanka is the place for you,1070,198,4.409090909090909,6,0.971,0.161,0.065,0.774,0.35588235294117654,0.5647058823529412
The staff is helpful and friendly.,positive,the staff is helpful and friendly,34,6,4.833333333333333,2,0.7184,0.6,0.0,0.4,0.375,0.5
Having travelled to every continent in the world id say - The hotel is a 4star property Mr. Pahan at reception was the friendliest face whose smile calmed me many a times Beware of house cleaning who on three occasions walked in the room unannounced Due to the climate the buffet area have a lot of fruit flies over the food at fruit and salad counter which is disgusting Not many options for alacarte so best is to take a full board package If ur a light eater then half board is good Best part of food is the sri lankan cuisine Pool is amazing and beach is untouched which are the two features i loved most Overall de-stressing and relaxing Will definitely go back hoping for a better experience Used the spa which was average - they could do better with the massage and ambience Oh yes and pls carry shampoo and shower gel as the provisions at the hotel not user friendly - Globe trotter Ms Dsilva R,negative,having travelled to every continent in the world id say the hotel is a star property mr pahan at reception wa the friendliest face whose smile calmed me many a time beware of house cleaning who on three occasion walked in the room unannounced due to the climate the buffet area have a lot of fruit fly over the food at fruit and salad counter which is disgusting not many option for alacarte so best is to take a full board package if ur a light eater then half board is good best part of food is the sri lankan cuisine pool is amazing and beach is untouched which are the two feature i loved most overall destressing and relaxing will definitely go back hoping for a better experience used the spa which wa average they could do better with the massage and ambience oh yes and pls carry shampoo and shower gel a the provision at the hotel not user friendly globe trotter m dsilva r,902,170,4.311764705882353,4,0.9908,0.229,0.029,0.741,0.2866666666666666,0.4595833333333334
"We spent five days in this nice resort.Rooms are spacious and well equipped but need mild renovations.Location is magnificent overlooking the indian ocean, with a beautiful lovely nature all around as well as very relaxing atmosphere.Staff without expetion are so friendly and cute.Food quality and diverisity outstanding.There was more than outdoor swimming pools, a moderate gym and spa all were as expected. Highly recommended for all kinds of trips.",positive,we spent five day in this nice resortrooms are spacious and well equipped but need mild renovationslocation is magnificent overlooking the indian ocean with a beautiful lovely nature all around a well a very relaxing atmospherestaff without expetion are so friendly and cutefood quality and diverisity outstandingthere wa more than outdoor swimming pool a moderate gym and spa all were a expected highly recommended for all kind of trip,453,69,5.579710144927536,5,0.9893,0.37,0.0,0.63,0.35986111111111113,0.6075
"For the sixth time we returned to this hotel. Everytime we go to Sri Lanka we must stop here to check if the familiar, friendly atmosphere and the good food still are there. And it is, always. The Geoffrey Bawa building is in need of renovation but they are planning for that next year, good. They have alredy started with a few room but more to come. The crew take very well care of the guests and you fell comfortable all the time. Special thanks to Thushara and Gamini for spoiling us, chef Manjula for very nice food.",positive,for the sixth time we returned to this hotel everytime we go to sri lanka we must stop here to check if the familiar friendly atmosphere and the good food still are there and it is always the geoffrey bawa building is in need of renovation but they are planning for that next year good they have alredy started with a few room but more to come the crew take very well care of the guest and you fell comfortable all the time special thanks to thushara and gamini for spoiling u chef manjula for very nice food,521,98,4.326530612244898,4,0.985,0.261,0.013,0.725,0.36559523809523814,0.47261904761904766
I had a problem when I was having a shower. Water suddenly stopped. I informed the operator twice and waited for more than 15 minutes. No one came so I could not finish my shower :(. The bell boy was very careless. I personally told him to be careful with my CK bag. Not to put it on floor. When The bag is inside the room I noticed dust marks on the bag :( Food is good. Gym and swimming pool is good too. Other staff members were acceptable and one front office staff member was exceptional (Kanishka).,negative,i had a problem when i wa having a shower water suddenly stopped i informed the operator twice and waited for more than minute no one came so i could not finish my shower the bell boy wa very careless i personally told him to be careful with my ck bag not to put it on floor when the bag is inside the room i noticed dust mark on the bag food is good gym and swimming pool is good too other staff member were acceptable and one front office staff member wa exceptional kanishka,504,98,4.153061224489796,1,-0.4201,0.087,0.112,0.8,0.01742424242424241,0.7159090909090909
"We were part of a 4 family group on a holiday to Sri Lanka. We spent 2 nights here. Amazing property, great view, nice pool. Overall a great experience. However, as a vegetarian, I found the food scene a bit disappointing. Apparently it is a sea food lovers paradise. Kid friendly place. They have pool tables, a library, carton board etc. Plan to do nothing but eat , swim, vegetate and chill. Take a stroll on the beautiful beach, play beach volleyball. Don't miss to take a walk to the nearby private property/resort. They have a small rock beach with amazing views.",neutral,we were part of a family group on a holiday to sri lanka we spent night here amazing property great view nice pool overall a great experience however a a vegetarian i found the food scene a bit disappointing apparently it is a sea food lover paradise kid friendly place they have pool table a library carton board etc plan to do nothing but eat swim vegetate and chill take a stroll on the beautiful beach play beach volleyball dont miss to take a walk to the nearby private propertyresort they have a small rock beach with amazing view,569,102,4.588235294117647,3,0.9798,0.26,0.017,0.723,0.2865384615384615,0.5942307692307692
"Mithma was very nice with us all. Food was awesome and loved it all. Hotel as always is so lovely. Thank you team for everything, we loved the stay and can’t wait to come back. Pool and SPA also was very good and it was a pleasant stay.",positive,mithma wa very nice with u all food wa awesome and loved it all hotel a always is so lovely thank you team for everything we loved the stay and cant wait to come back pool and spa also wa very good and it wa a pleasant stay,236,48,3.9375,4,0.9836,0.421,0.0,0.579,0.6654166666666667,0.7620833333333333
"I stayed at Triton Hotel in Dec 2004 I had the most wonderful holiday of my life, the people in and around the hotel are fantastic they open your heart. The service within the hotel is exceptional, the food, out of this world go all inc and enjoy. Don't be afraid to look around, meet the locals and experience real culture. Don't miss out. You can have the holiday of a lifetime and the chance to change peoples lives.",positive,i stayed at triton hotel in dec i had the most wonderful holiday of my life the people in and around the hotel are fantastic they open your heart the service within the hotel is exceptional the food out of this world go all inc and enjoy dont be afraid to look around meet the local and experience real culture dont miss out you can have the holiday of a lifetime and the chance to change people life,419,79,4.3164556962025316,3,0.9723,0.254,0.0,0.746,0.3208333333333333,0.7000000000000001
There is very little to do or walk to in Ahungala,negative,there is very little to do or walk to in ahungala,49,11,3.5454545454545454,0,0.0,0.0,0.0,1.0,-0.24375000000000002,0.65
"We were only here one night and arrived mid afternoon, so we were not able to get a very comprehensive view of the property. Check in procedure was very slow, albeit they do bring you a drink and snacks and invite you to sit………….and sit……….…..and sit…………..and just when I was about to get up and enquire what was taking so long, they finally invited us to go to our room. There WERE a few people who arrived at once, but it really did take some considerable time, for reasons not clear to me Check out was also somewhat slow, and then getting summoned to an office behind reception makes you wonder what is going on NOW ? Has my card been declined, my visa an irregularity, am I wanted for something ? Turns out it’s just the cashiers office ! So why not just accept payment at the front desk like every other hotel in the world ? Room was fairly large, comfortable, and of a good standard, with everything one expects from a resort hotel. I particularly liked the sliding shutters, as opposed to curtains. Cesar Ritz said about an hotel needing 3 things - “position, position and position” and this property certainly has position ! Located right on the wide sandy clean beach, (not sure if one can swim from it) warm infinity pool reaching towards the sea. Palm trees, lawns, shady trees around the pool area – it’s the epitome of a beach resort hotel ! It’s a fairly large property too. The standard tourist trap shops selling souvenirs, but I suppose that’s to be expected ! The dinner buffet was of a good standard, and it was very pleasant to be seated in the warm night outside under the palms, on a lawn adjacent the beach, with lanterns for lighting – all very Polynesian Island stuff ! Food was of a good standard, though I found the drinks service a little slow, and slow to follow up. Yes, they were busy with a lot of people, but I often have cause to question whether that is in fact an excuse or not ? In general it’s often about having sufficient and well trained staff, and quite often just about general organization. On the one hand the hotel has everything you would expect of a luxury beach resort hotel, and there is nothing to complain about as such, but for me there was just something slightly missing - it was all TOO standard luxury beach resort, like many others I have stayed in, and no real “wow” factor as such. I suppose it’s difficult to be a “different” beach resort, and perhaps I just stay in too many hotels, but these beach resorts all tend to have the same formula and once one has stayed in a few, they all sort of blend together in your mind – nothing truly memorable ! I had recurring thoughts of Monty Python’s “Package Tour Complaint” skit – go look it up if you aren’t familiar with it ! We would actually like to go back some time and spend a bit longer, as lazing around the pool with a drink was just what we needed at the end of a busy 3 week trip to India and Sri Lanka. In the end though we had a pleasant stay, and no real issues, and I therefore recommend it as a good place to spend a few days and relax !",neutral,we were only here one night and arrived mid afternoon so we were not able to get a very comprehensive view of the property check in procedure wa very slow albeit they do bring you a drink and snack and invite you to sitand sitand sitand just when i wa about to get up and enquire what wa taking so long they finally invited u to go to our room there were a few people who arrived at once but it really did take some considerable time for reason not clear to me check out wa also somewhat slow and then getting summoned to an office behind reception make you wonder what is going on now ha my card been declined my visa an irregularity am i wanted for something turn out it just the cashier office so why not just accept payment at the front desk like every other hotel in the world room wa fairly large comfortable and of a good standard with everything one expects from a resort hotel i particularly liked the sliding shutter a opposed to curtain cesar ritz said about an hotel needing thing position position and position and this property certainly ha position located right on the wide sandy clean beach not sure if one can swim from it warm infinity pool reaching towards the sea palm tree lawn shady tree around the pool area it the epitome of a beach resort hotel it a fairly large property too the standard tourist trap shop selling souvenir but i suppose thats to be expected the dinner buffet wa of a good standard and it wa very pleasant to be seated in the warm night outside under the palm on a lawn adjacent the beach with lantern for lighting all very polynesian island stuff food wa of a good standard though i found the drink service a little slow and slow to follow up yes they were busy with a lot of people but i often have cause to question whether that is in fact an excuse or not in general it often about having sufficient and well trained staff and quite often just about general organization on the one hand the hotel ha everything you would expect of a luxury beach resort hotel and there is nothing to complain about a such but for me there wa just something slightly missing it wa all too standard luxury beach resort like many others i have stayed in and no real wow factor a such i suppose it difficult to be a different beach resort and perhaps i just stay in too many hotel but these beach resort all tend to have the same formula and once one ha stayed in a few they all sort of blend together in your mind nothing truly memorable i had recurring thought of monty python package tour complaint skit go look it up if you arent familiar with it we would actually like to go back some time and spend a bit longer a lazing around the pool with a drink wa just what we needed at the end of a busy week trip to india and sri lanka in the end though we had a pleasant stay and no real issue and i therefore recommend it a a good place to spend a few day and relax,3059,579,4.284974093264249,3,0.9957,0.127,0.039,0.834,0.09393681318681318,0.44061294261294276
Bad maintenance- lack of trained staff-not client friendly - deteriorating standards,negative,bad maintenance lack of trained staffnot client friendly deteriorating standard,84,11,6.7272727272727275,0,-0.3818,0.188,0.341,0.471,-0.16249999999999992,0.5833333333333333
You&#39;d be better off staying elsewhere,negative,youd be better off staying elsewhere,41,6,6.0,0,0.4404,0.367,0.0,0.633,0.5,0.5
Choose a Room by the Private Blue Pool if you want to be away from the Hustle &amp; Bustle.,negative,choose a room by the private blue pool if you want to be away from the hustle amp bustle,91,19,3.8421052631578947,0,0.0772,0.067,0.0,0.933,0.0,0.2375
Not 5 Star..4Star? Maybe!!,negative,not starstar maybe,26,4,5.75,0,0.0,0.0,0.0,1.0,0.0,0.0
I ordered my breakfast to the room which I didn't get .then they firmly apologized for not giving me the breakfast.then asked me to have the lunch instead .then when I had the lunch asked me to pay for it .mind you I was allocated for a complimentary breakfast with the package I paid .,negative,i ordered my breakfast to the room which i didnt get then they firmly apologized for not giving me the breakfastthen asked me to have the lunch instead then when i had the lunch asked me to pay for it mind you i wa allocated for a complimentary breakfast with the package i paid,286,55,4.218181818181818,0,0.4145,0.087,0.058,0.855,0.04999999999999999,0.45
"Hotel top,Hotelshop flop",neutral,hotel tophotelshop flop,24,3,7.333333333333333,0,-0.34,0.0,0.545,0.455,0.0,0.0
Nice hotel but could be so much better,neutral,nice hotel but could be so much better,38,8,3.875,1,0.7325,0.507,0.0,0.493,0.55,0.75
"It used to be a great place, sadly, not any more. For $172 USD you can find more magic in many other locations in Srilanka's southern coast. Food was nothing fabulous, the restaurant had flies, really far too many. The servers were not on the ball, coffee was horrible. checking in was not smooth, towels (some) threadbear or torn. bathroom water clogged up. However, It was fixed without much fuss. Sorry, I am done with this hotel.",negative,it used to be a great place sadly not any more for usd you can find more magic in many other location in srilankas southern coast food wa nothing fabulous the restaurant had fly really far too many the server were not on the ball coffee wa horrible checking in wa not smooth towel some threadbear or torn bathroom water clogged up however it wa fixed without much fuss sorry i am done with this hotel,433,77,4.636363636363637,0,-0.696,0.061,0.127,0.812,0.1578125,0.6265624999999999
We stayed there for one night. Room was clean and big. The food was nothing great. it was all ordinary stuff and not much variety. There are 2 big pools and the beach was nice. The water aerobic sessions were interesting. Staff were friendly.,neutral,we stayed there for one night room wa clean and big the food wa nothing great it wa all ordinary stuff and not much variety there are big pool and the beach wa nice the water aerobic session were interesting staff were friendly,242,44,4.5227272727272725,4,0.7967,0.212,0.061,0.726,0.25462962962962965,0.4833333333333333
Good property but unable to handle crowds with poor processes in place,neutral,good property but unable to handle crowd with poor process in place,70,12,4.916666666666667,0,-0.4939,0.121,0.258,0.621,-0.0666666666666667,0.5666666666666668
"At the entrance to the hotel there was a big advertising board claiming to have the best culinary team in the island, since another tourist recommended the food here we booked in for lunch as a special treat. It was a buffet priced at over £27 per couple which is quite expensive compared to normal Sri Lankan standards, considering all the hype we were expecting a grand lunch to remember. We were tempted by the grilled seafood skewers as a starter and this was the beginning of the worst meal in Sri Lanka ever. We could not eat them they were stale and tough as old boots. I decided to go for the main course and on the way noticed to my horror the cause of the awful starters the chef was taking out old cooked seafood skewers from a container and putting them back on the hot grill. The main course did not impress one bit the meat curry was stale and very dry, the vegetables were overcooked. The desserts were awful and the only good thing served here was what they did not prepare themselves"" the curd & honey"". During our meal we requested to see the chef to make a complaint regarding this terrible food. Finally a gentleman appeared at our table who was unable to give us any satisfactory explanation. We ordered coffee and guess what it was stale and lukewarm. By then we were fuming and demanded to see the manager who was very apologetic and requested us to come back that evening for a meal on him, how kind. He even charged us in full for the worst meal we had in Sri Lanka. Do you think we went back that evening for another repeat performance on the house, ""Hell no"". Do not be fooled by false advertising claims when you can get a much better meal from any roadside cafe for less than £8 for two.",negative,at the entrance to the hotel there wa a big advertising board claiming to have the best culinary team in the island since another tourist recommended the food here we booked in for lunch a a special treat it wa a buffet priced at over per couple which is quite expensive compared to normal sri lankan standard considering all the hype we were expecting a grand lunch to remember we were tempted by the grilled seafood skewer a a starter and this wa the beginning of the worst meal in sri lanka ever we could not eat them they were stale and tough a old boot i decided to go for the main course and on the way noticed to my horror the cause of the awful starter the chef wa taking out old cooked seafood skewer from a container and putting them back on the hot grill the main course did not impress one bit the meat curry wa stale and very dry the vegetable were overcooked the dessert were awful and the only good thing served here wa what they did not prepare themselves the curd honey during our meal we requested to see the chef to make a complaint regarding this terrible food finally a gentleman appeared at our table who wa unable to give u any satisfactory explanation we ordered coffee and guess what it wa stale and lukewarm by then we were fuming and demanded to see the manager who wa very apologetic and requested u to come back that evening for a meal on him how kind he even charged u in full for the worst meal we had in sri lanka do you think we went back that evening for another repeat performance on the house hell no do not be fooled by false advertising claim when you can get a much better meal from any roadside cafe for less than for two,1716,323,4.315789473684211,-2,-0.8962,0.077,0.106,0.817,-0.10282627865961197,0.5435582010582011
Very nice hotel.breathtaking views and really good service.Amazing beach and two very nice pools.and you never have to worry about getting bored because they have everything from movies to cycling.All in all heritance ahungalla ensures a wonderful and relaxing vacation.I give a 👍,positive,very nice hotelbreathtaking view and really good serviceamazing beach and two very nice poolsand you never have to worry about getting bored because they have everything from movie to cyclingall in all heritance ahungalla ensures a wonderful and relaxing vacationi give a,280,43,5.534883720930233,4,0.9484,0.323,0.036,0.64,0.5519999999999999,0.9199999999999999
Not what we expected,negative,not what we expected,20,4,4.25,0,0.0,0.0,0.0,1.0,-0.1,0.4
Doesn't quite live up to first impressions,neutral,doesnt quite live up to first impression,42,7,5.142857142857143,0,0.2263,0.241,0.0,0.759,0.19318181818181818,0.41666666666666663
A lovely honeymoon at hertiance ahungalla ❤️❤️,positive,a lovely honeymoon at hertiance ahungalla,46,7,5.714285714285714,1,0.5859,0.297,0.0,0.703,0.5,0.75
i think the spa and dining room decor has some touches that do not respect the great architecture of bawa. that was sad to see.,neutral,i think the spa and dining room decor ha some touch that do not respect the great architecture of bawa that wa sad to see,127,25,4.12,1,-0.838,0.0,0.289,0.711,0.15000000000000002,0.875
Staying and meeting friends,positive,staying and meeting friend,27,4,6.0,0,0.4767,0.508,0.0,0.492,0.0,0.0
Need to be more cuser oriented,neutral,need to be more cuser oriented,30,6,4.166666666666667,0,0.0,0.0,0.0,1.0,0.5,0.5
"This is a lovely hotel in many ways but it isn't quite good enough to get a ""very good"". It seemed very expensive for what one got but that may be because we booked a suite directly with the hotel. I suspect many of the hotel guests had booked via tour operators and got a considerably better deal than we got. We were shocked by the average age of the guests which must have been 60+. Don't come here expecting a wild or exciting time! The setting is lovely and the beach is good. The waves are wonderful to play in but they are very strong and only for confident swimmers. The food was of a high quality and reasonably priced although breakfast was a little disappointing. Staff were well meaning but often inept. I once asked for bread 5 times before we got any. We could see the bread baskets in the restaurant ready to be given to diners but the waiters just didn't seem able to serve us (there was only one other table dining in the restaurant so the waiters were not rushed off their feet). We also asked for the bill only to be ignored for 15 minutes (despite being the only people in the restaurant by then). When we asked again, we were met with a blank look and a lack of comprehension. In the end, we said we were going to our room and asked if they could send the bill to us there? The bill never arrived although we were charged for the meal so someone managed to sort things out. At breakfast, we wanted to sit outside as the restaurant was very gloomy. There was only one umbrella between about 20 tables so we would sit in the shade which sometimes necessitated moving the table a little or turning it so we weren't in the sun. Quite often, the staff would then move the table back whilst we were serving ourselves at the buffet. We would then move it again. Also, I asked the chef making omelettes if I could have poached eggs and he had no idea what they were. Fortunately, another chef did and went and organised them for me in the kitchen (they were cooked perfectly). Having said all of that, the staff were lovely and wanted to please. The Valentine's dinner was great. It had the perfect level of cheesy entertainment (the dancers were hamming it up brilliantly), the food was very good and the staff couldn't do enough to please. The beds are very uncomfortable so do consider that if bed comfort is important to you. It was like sleeping on wooden boards. We had a good holiday here but it really wasn't worth what we paid.",neutral,this is a lovely hotel in many way but it isnt quite good enough to get a very good it seemed very expensive for what one got but that may be because we booked a suite directly with the hotel i suspect many of the hotel guest had booked via tour operator and got a considerably better deal than we got we were shocked by the average age of the guest which must have been dont come here expecting a wild or exciting time the setting is lovely and the beach is good the wave are wonderful to play in but they are very strong and only for confident swimmer the food wa of a high quality and reasonably priced although breakfast wa a little disappointing staff were well meaning but often inept i once asked for bread time before we got any we could see the bread basket in the restaurant ready to be given to diner but the waiter just didnt seem able to serve u there wa only one other table dining in the restaurant so the waiter were not rushed off their foot we also asked for the bill only to be ignored for minute despite being the only people in the restaurant by then when we asked again we were met with a blank look and a lack of comprehension in the end we said we were going to our room and asked if they could send the bill to u there the bill never arrived although we were charged for the meal so someone managed to sort thing out at breakfast we wanted to sit outside a the restaurant wa very gloomy there wa only one umbrella between about table so we would sit in the shade which sometimes necessitated moving the table a little or turning it so we werent in the sun quite often the staff would then move the table back whilst we were serving ourselves at the buffet we would then move it again also i asked the chef making omelette if i could have poached egg and he had no idea what they were fortunately another chef did and went and organised them for me in the kitchen they were cooked perfectly having said all of that the staff were lovely and wanted to please the valentine dinner wa great it had the perfect level of cheesy entertainment the dancer were hamming it up brilliantly the food wa very good and the staff couldnt do enough to please the bed are very uncomfortable so do consider that if bed comfort is important to you it wa like sleeping on wooden board we had a good holiday here but it really wasnt worth what we paid,2449,460,4.326086956521739,4,0.9976,0.185,0.058,0.756,0.24136666666666673,0.6409333333333334
The Best of 'Down South',positive,the best of down south,24,5,4.0,1,0.6369,0.512,0.0,0.488,0.4222222222222222,0.29444444444444445
Impressive hotel stay at Ahungalle Heritance hotel in Sri Lanka,positive,impressive hotel stay at ahungalle heritance hotel in sri lanka,63,10,5.4,0,0.5106,0.268,0.0,0.732,1.0,1.0
"We visited Heritance Ahungalla recently and observed some pros and cons that might be useful to point out. Pros. 1. As the room was booked as a part of our anniversary, we were given the most spacious room of the category and really loved every bit of it. It was cozy and relaxing. Our favorite part was how it seemed to be a sort of a separate building to the main hotel and opened up to the jacuzzi and resident green pool. 2. The hotel in general was very relaxing and spacious and never felt like it was crowded. well probably because it wasnt! but either way even if there was a heavy crowd it felt like you had your own space. Cons. 1. TV - Ofcourse you dont come on a holiday to watch TV BUT it would be great to have a few good options. The cable tv had very few channels excluding some of the most entertaining movie and tv show channels which I thought was a bit of a bummer. 2. The food was not great and not bad. Average I must say. We expected a large spread but it seemed that since it was off peak season and less crowd also because it was a weekday, there was very little variety and thereby ""threw a dagger"" to our expectations. Anyway Thanks Heritance for the nice stay and we hope to see you again sometime!",positive,we visited heritance ahungalla recently and observed some pro and con that might be useful to point out pro a the room wa booked a a part of our anniversary we were given the most spacious room of the category and really loved every bit of it it wa cozy and relaxing our favorite part wa how it seemed to be a sort of a separate building to the main hotel and opened up to the jacuzzi and resident green pool the hotel in general wa very relaxing and spacious and never felt like it wa crowded well probably because it wasnt but either way even if there wa a heavy crowd it felt like you had your own space con tv ofcourse you dont come on a holiday to watch tv but it would be great to have a few good option the cable tv had very few channel excluding some of the most entertaining movie and tv show channel which i thought wa a bit of a bummer the food wa not great and not bad average i must say we expected a large spread but it seemed that since it wa off peak season and less crowd also because it wa a weekday there wa very little variety and thereby threw a dagger to our expectation anyway thanks heritance for the nice stay and we hope to see you again sometime,1226,239,4.133891213389122,2,0.9902,0.175,0.034,0.792,0.18372354497354493,0.5027865961199294
"We stayed the night in a luxury room with a huge sitting/dining area and a separate king bedroom area. Lots of space for our little ones. Room was well appointed and amenities as listed on hotel website. Eventhough bathroom was good size, the raised up jacuzzi tub with an overhead shower was impratical. Literally need to climb in and out of the tub. We didn't experience the award winning cuisine from the buffet dinner. (Extremely salty grilled prawns, burnt BBQ meat. Poor food presentation). Breakfast was a tad better. Our benchmark was the dinner buffet at Heritance Kandalama. That's what we called award winning. We enjoyed the two pools and the wonderful beach right at the hotel doorstep. The service from the staff was excellent. Hotel ground was beautiful with a majestic view of the Indian Ocean especially from the lobby. Recommended if you get a good deal otherwise not worth paying the high price as this is 3.5 stars not luxury 5.",neutral,we stayed the night in a luxury room with a huge sittingdining area and a separate king bedroom area lot of space for our little one room wa well appointed and amenity a listed on hotel website eventhough bathroom wa good size the raised up jacuzzi tub with an overhead shower wa impratical literally need to climb in and out of the tub we didnt experience the award winning cuisine from the buffet dinner extremely salty grilled prawn burnt bbq meat poor food presentation breakfast wa a tad better our benchmark wa the dinner buffet at heritance kandalama thats what we called award winning we enjoyed the two pool and the wonderful beach right at the hotel doorstep the service from the staff wa excellent hotel ground wa beautiful with a majestic view of the indian ocean especially from the lobby recommended if you get a good deal otherwise not worth paying the high price a this is star not luxury,948,163,4.822085889570552,3,0.9856,0.211,0.039,0.75,0.3666596638655462,0.7103361344537814
"We stayed here in January / February 2023. The hotel its self is a beautiful building and was immaculately clean and well maintained. as far as I could tell all the rooms faced the beach with either a balcony or terrace. Our room 219 was clean and well equipped with everything you would expect from a hotel of this standard. There are two pools one is a quiet pool where ball games etc are not allowed the other is for fun and games, the pool attendants are friendly and and attentive. There is also a reasonably well equipped gym and a spa which is really well priced. We found the staff to be so friendly and nothing was too much trouble every request was met with a smile and service was efficient and prompt. The food was very good although if I had one suggestion it would be to remember that not everyone likes spice in their food, my wife is one who does not and on occasions found her choices very limited, but then there was always cake!! To conclude I cannot recommend this hotel highly enough and should we decide to return to Sri Lanka (and I hope we do) we would certainly go back to Heritance.",negative,we stayed here in january february the hotel it self is a beautiful building and wa immaculately clean and well maintained a far a i could tell all the room faced the beach with either a balcony or terrace our room wa clean and well equipped with everything you would expect from a hotel of this standard there are two pool one is a quiet pool where ball game etc are not allowed the other is for fun and game the pool attendant are friendly and and attentive there is also a reasonably well equipped gym and a spa which is really well priced we found the staff to be so friendly and nothing wa too much trouble every request wa met with a smile and service wa efficient and prompt the food wa very good although if i had one suggestion it would be to remember that not everyone like spice in their food my wife is one who doe not and on occasion found her choice very limited but then there wa always cake to conclude i can not recommend this hotel highly enough and should we decide to return to sri lanka and i hope we do we would certainly go back to heritance,1108,209,4.30622009569378,4,0.9628,0.141,0.034,0.825,0.22490758145363407,0.4617919799498747
